suite,cohort,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws,sky_gpu_mean_ms,sky_cpu_mean_ms,sky_gpu_p95_ms,sky_gpu_p99_ms,terrain_gpu_mean_ms,terrain_cpu_mean_ms,terrain_gpu_p95_ms,terrain_gpu_p99_ms,hud_gpu_mean_ms,hud_cpu_mean_ms,hud_gpu_p95_ms,hud_gpu_p99_ms
accepted-dusk1080,final,3,candidate,surface_still,899.325596,1.111944,0.566250,1.247500,1.734500,21.312494,0.503526,1.089562,42.000000,22890.000000,22344.000000,0.000000,0.002952,0.000000,0.000000,0.000000,2.074904,0.122178,0.137072,0.532688,0.024266,1.000000,0.075338,0.042628,0.087516,0.095472,0.728802,0.031950,1.128972,1.546220,0.058380,0.380173,0.054600,0.507156
accepted-dusk1080,final,3,candidate,overview,1246.111354,0.802497,0.466050,0.972200,1.646100,37.317796,0.456378,0.785558,48.000000,25464.000000,25601.000000,0.000000,0.001997,0.000000,0.000000,0.000000,1.691300,0.000955,0.001144,0.001248,0.000163,0.000000,0.055595,0.044475,0.063856,0.069940,0.674230,0.026359,1.081496,1.407796,0.050828,0.375925,0.051376,0.342472
accepted-dusk1080,final,3,candidate,sky,975.338247,1.025285,0.434400,0.960900,1.368800,18.946780,0.407942,1.002054,0.000000,0.000000,0.000000,0.000000,0.001821,0.000000,0.000000,0.000000,1.898832,0.332044,0.719420,1.238276,0.009572,1.000000,0.566320,0.011264,0.622700,0.623636,0.038362,0.018437,0.041808,0.043420,0.061484,0.360387,0.054704,0.482508
accepted-dusk1080,final,3,candidate,translate,990.057512,1.010042,0.569150,1.532200,2.064600,32.843491,0.612641,0.985970,41.228333,23682.750000,22078.183333,0.000000,0.002633,0.000000,0.000000,0.000000,1.980108,0.128520,0.135876,0.602732,0.018925,1.000000,0.086246,0.043244,0.113932,0.119080,0.630877,0.101640,1.064804,1.350492,0.056397,0.431436,0.053716,0.539864
accepted-dusk1080,final,3,candidate,rotate,1017.889234,0.982425,0.583000,1.230000,1.920700,30.797169,0.579567,0.963933,41.503333,23165.943333,22304.370000,0.000000,0.002234,0.000000,0.000000,0.000000,1.892488,0.130308,0.135824,0.563576,0.015830,1.000000,0.192814,0.045704,0.253656,0.261664,0.550874,0.123954,0.937976,1.367236,0.064433,0.381464,0.054652,0.606996
accepted-dusk1080,final,3,candidate,seam_edits,874.933122,1.142944,1.036400,1.734200,2.294200,307.684418,1.045510,1.082665,42.000000,22896.000000,22345.500000,0.000000,0.455655,2.000000,4.000000,167664.000000,1.973712,0.120069,0.150228,0.479700,0.027127,1.000000,0.073658,0.050041,0.084708,0.101712,0.728491,0.563135,1.103648,1.466764,0.055693,0.381062,0.058708,0.467896
accepted-dusk1080,final,3,candidate,sky_moving,977.896125,1.022604,0.436000,0.974800,1.535400,18.724546,0.409425,1.001326,0.000000,0.000000,0.000000,0.000000,0.001872,0.000000,0.000000,0.000000,1.813968,0.335457,0.745680,1.074216,0.009196,1.000000,0.565572,0.011019,0.649584,0.650520,0.039018,0.025952,0.043368,0.044616,0.057451,0.356137,0.053300,0.448032
accepted-dusk1080,final,3,candidate,wall_moving,1364.467448,0.732887,0.532150,1.130400,1.840100,73.913017,0.538606,0.718435,26.770000,15140.680000,14573.851667,0.000000,0.001680,0.000000,0.000000,0.000000,1.511276,0.113735,0.151528,0.152672,0.022242,1.000000,0.020223,0.031544,0.024596,0.033644,0.515219,0.092559,0.868140,1.182428,0.051526,0.372900,0.054860,0.409084
accepted-dusk1080,final,3,candidate,cloud_layer,1059.252651,0.944062,0.434600,0.872500,1.571200,21.507635,0.404755,0.917428,0.000000,0.000000,0.000000,0.000000,0.001778,0.000000,0.000000,0.000000,1.739244,0.333127,0.628524,1.096680,0.009137,1.000000,0.482249,0.011244,0.496964,0.498732,0.036474,0.019492,0.039780,0.040768,0.061813,0.357258,0.053040,0.638716
accepted-night1080,final,1,base,underground,798.135555,1.252920,0.988900,1.788800,2.539200,48.658564,0.919359,1.229718,42.000000,22890.000000,22344.000000,0.000000,0.002336,0.000000,0.000000,0.000000,3.626896,0.117049,0.120120,0.377000,0.074586,1.000000,0.352444,0.118858,0.356616,1.126788,0.690826,0.087080,1.247012,1.943656,0.057711,0.491741,0.057304,0.413556
accepted-night1080,final,1,base,surface_still,710.839412,1.406788,0.583450,1.211500,1.996600,13.258379,0.519643,1.374320,42.000000,22890.000000,22344.000000,0.000000,0.002476,0.000000,0.000000,0.000000,2.250612,0.120007,0.118508,0.441896,0.024678,1.000000,0.341155,0.020691,0.353288,0.356252,0.762593,0.023002,1.220752,1.619592,0.053309,0.394157,0.053040,0.435864
accepted-night1080,final,1,base,overview,941.471687,1.062167,0.461600,1.010600,1.641400,18.356814,0.427232,1.039223,48.000000,25464.000000,25601.000000,0.000000,0.001958,0.000000,0.000000,0.000000,1.945060,0.000935,0.001092,0.001248,0.000172,0.000000,0.293250,0.017250,0.303056,0.308984,0.694506,0.019974,1.234272,1.601964,0.046582,0.372650,0.050492,0.053716
accepted-night1080,final,1,base,sky,1040.222094,0.961333,0.409550,0.739000,1.148600,19.235134,0.364810,0.934694,0.000000,0.000000,0.000000,0.000000,0.001685,0.000000,0.000000,0.000000,1.625364,0.288778,0.293124,0.294580,0.003516,1.000000,0.508080,0.016445,0.516256,0.517192,0.069577,0.011643,0.363324,0.585208,0.064443,0.318965,0.052208,0.507728
accepted-night1080,final,1,base,translate,766.266595,1.305029,0.549800,1.042300,1.684400,14.216106,0.502009,1.281602,41.228333,23682.750000,22078.183333,0.000000,0.001882,0.000000,0.000000,0.000000,2.529696,0.120026,0.117832,0.424580,0.027165,1.000000,0.349196,0.017678,0.354692,0.356408,0.674521,0.079739,1.168492,1.618448,0.050972,0.348352,0.049816,0.350116
accepted-night1080,final,1,base,rotate,844.994849,1.183439,0.553050,1.091600,1.661200,17.617467,0.533872,1.162074,41.503333,23165.943333,22304.370000,0.000000,0.001973,0.000000,0.000000,0.000000,2.185664,0.123074,0.122356,0.125996,0.033629,1.000000,0.363260,0.017450,0.368316,0.370292,0.597078,0.105275,1.010568,1.521988,0.054335,0.351603,0.052208,0.408616
accepted-night1080,final,1,base,seam_edits,715.111498,1.398383,1.074650,1.897100,2.549800,40.621784,1.056011,1.382547,42.000000,22896.000000,22345.500000,0.000000,0.452795,2.000000,4.000000,167664.000000,2.397304,0.116223,0.127140,0.138476,0.030645,1.000000,0.340776,0.018254,0.355420,0.412828,0.770135,0.554176,1.395940,1.663688,0.057160,0.379182,0.052416,0.435760
accepted-night1080,final,1,base,sky_moving,1044.452053,0.957440,0.431350,0.783300,1.109500,20.056003,0.381154,0.933009,0.000000,0.000000,0.000000,0.000000,0.001627,0.000000,0.000000,0.000000,1.693952,0.285460,0.327756,0.329888,0.003539,1.000000,0.499259,0.016295,0.571324,0.572572,0.081152,0.019158,0.401024,0.606840,0.063323,0.327737,0.355472,0.459524
accepted-night1080,final,1,base,wall_moving,892.866709,1.119988,0.541450,1.125200,1.694900,19.413606,0.517857,1.097994,26.770000,15140.680000,14573.851667,0.000000,0.001878,0.000000,0.000000,0.000000,1.951664,0.117811,0.119080,0.121472,0.021806,1.000000,0.346470,0.018092,0.353756,0.355992,0.565170,0.083474,0.997776,1.381952,0.050444,0.355058,0.049296,0.372372
accepted-night1080,final,1,base,cloud_layer,1241.618557,0.805400,0.465000,1.065800,1.573600,35.175762,0.440397,0.786313,0.000000,0.000000,0.000000,0.000000,0.001970,0.000000,0.000000,0.000000,1.518608,0.294791,0.343356,0.358696,0.004035,1.000000,0.357550,0.019355,0.432432,0.436852,0.066786,0.015948,0.350428,0.549016,0.063396,0.382099,0.324584,0.528320
accepted-night1080,final,1,candidate,underground,913.651136,1.094510,1.013650,1.760700,2.181600,328.382062,0.958474,0.854827,42.000000,22890.000000,22344.000000,0.000000,0.002248,0.000000,0.000000,0.000000,2.993068,0.114838,0.115388,0.423956,0.078796,1.000000,0.027157,0.137077,0.034112,0.081744,0.635680,0.098981,1.102660,2.211092,0.063688,0.520526,0.105040,0.425932
accepted-night1080,final,1,candidate,surface_still,928.010082,1.077574,0.543350,1.098300,1.902200,21.226150,0.490571,1.055440,42.000000,22890.000000,22344.000000,0.000000,0.002414,0.000000,0.000000,0.000000,1.927640,0.118866,0.130312,0.455728,0.021818,1.000000,0.060702,0.043694,0.069680,0.073892,0.717635,0.028749,1.067404,1.501864,0.054650,0.375209,0.051792,0.433108
accepted-night1080,final,1,candidate,overview,1271.201792,0.786657,0.444650,1.002900,1.594300,34.966135,0.427865,0.766768,48.000000,25464.000000,25601.000000,0.000000,0.001927,0.000000,0.000000,0.000000,1.518244,0.000950,0.001144,0.001248,0.000153,0.000000,0.045423,0.041358,0.052260,0.063128,0.665729,0.025205,1.024920,1.338844,0.050756,0.352758,0.053196,0.109200
accepted-night1080,final,1,candidate,sky,1043.895093,0.957951,0.415300,0.868600,1.421800,20.232478,0.381106,0.925357,0.000000,0.000000,0.000000,0.000000,0.001592,0.000000,0.000000,0.000000,1.708252,0.323578,0.634140,1.091428,0.009185,1.000000,0.497883,0.012600,0.507988,0.524784,0.036556,0.017216,0.040820,0.044824,0.063466,0.334796,0.055172,0.535132
accepted-night1080,final,1,candidate,translate,969.295779,1.031677,0.545850,1.011500,1.484700,21.952306,0.489004,0.999852,41.228333,23682.750000,22078.183333,0.000000,0.002037,0.000000,0.000000,0.000000,2.064660,0.133073,0.122044,0.495872,0.015237,1.000000,0.069346,0.039200,0.090636,0.094120,0.650348,0.087523,0.995384,1.259388,0.056641,0.335265,0.052988,0.431184
accepted-night1080,final,1,candidate,rotate,946.238662,1.056816,0.549250,0.961300,1.556100,21.828898,0.519547,1.027550,41.503333,23165.943333,22304.370000,0.000000,0.002099,0.000000,0.000000,0.000000,2.011204,0.143380,0.138164,0.503724,0.013766,1.000000,0.155757,0.041580,0.196664,0.199628,0.637757,0.115564,1.039064,1.576016,0.061943,0.338430,0.058084,0.424684
accepted-night1080,final,1,candidate,seam_edits,768.800537,1.300728,1.071350,1.758800,2.367700,58.056388,1.043080,1.278116,42.000000,22896.000000,22345.500000,0.000000,0.467995,2.000000,4.000000,167664.000000,2.298556,0.142166,0.151164,0.509704,0.025994,1.000000,0.073800,0.055032,0.083564,0.088868,0.875857,0.576153,1.325844,1.803308,0.064011,0.357809,0.061204,0.470184
accepted-night1080,final,1,candidate,sky_moving,1063.748309,0.940072,0.414450,0.845400,1.306000,20.627197,0.383322,0.915250,0.000000,0.000000,0.000000,0.000000,0.001518,0.000000,0.000000,0.000000,1.685788,0.327099,0.651404,1.036620,0.008609,1.000000,0.494497,0.012566,0.566488,0.568360,0.039619,0.024327,0.043368,0.045240,0.050244,0.330704,0.051428,0.372112
accepted-night1080,final,1,candidate,wall_moving,1318.948007,0.758180,0.506450,0.984000,1.779200,51.866772,0.505968,0.741058,26.770000,15140.680000,14573.851667,0.000000,0.001672,0.000000,0.000000,0.000000,1.541696,0.118562,0.118560,0.121212,0.020331,1.000000,0.019924,0.032059,0.026468,0.030680,0.532357,0.089002,0.851240,1.253044,0.052830,0.346802,0.049036,0.400556
accepted-night1080,final,1,candidate,cloud_layer,1262.197827,0.792269,0.429100,0.848700,1.374200,31.888213,0.407498,0.770276,0.000000,0.000000,0.000000,0.000000,0.001928,0.000000,0.000000,0.000000,1.551992,0.316549,0.331292,0.960232,0.009652,1.000000,0.349326,0.013354,0.363116,0.364780,0.038189,0.020570,0.038896,0.040196,0.062366,0.355573,0.053872,0.492180
accepted-night1080,final,2,candidate,underground,911.448523,1.097155,1.045650,1.828100,2.236100,405.476638,0.964038,0.849588,42.000000,22890.000000,22344.000000,0.000000,0.002312,0.000000,0.000000,0.000000,2.943512,0.114041,0.114816,0.425100,0.081396,1.000000,0.026660,0.132982,0.033696,0.080808,0.632799,0.101909,1.173380,2.228668,0.061204,0.522087,0.097396,0.441532
accepted-night1080,final,2,candidate,surface_still,915.615083,1.092162,0.538700,0.977800,1.642300,19.802980,0.479223,1.066898,42.000000,22890.000000,22344.000000,0.000000,0.002561,0.000000,0.000000,0.000000,1.935440,0.121781,0.150696,0.437580,0.022069,1.000000,0.062080,0.037463,0.070096,0.083304,0.725179,0.026773,1.055028,1.494012,0.056227,0.373439,0.056420,0.420940
accepted-night1080,final,2,candidate,overview,1250.340197,0.799782,0.435450,0.849700,1.383200,30.982822,0.405945,0.779710,48.000000,25464.000000,25601.000000,0.000000,0.001909,0.000000,0.000000,0.000000,1.589692,0.000960,0.001144,0.001248,0.000153,0.000000,0.047876,0.037606,0.053456,0.063700,0.672750,0.023653,0.998244,1.483248,0.054174,0.337346,0.052988,0.397332
accepted-night1080,final,2,candidate,sky,1044.961015,0.956974,0.428000,0.931200,1.402800,21.519391,0.412059,0.930059,0.000000,0.000000,0.000000,0.000000,0.001767,0.000000,0.000000,0.000000,1.740180,0.330509,0.664248,1.025752,0.009426,1.000000,0.502536,0.010061,0.522496,0.526188,0.038323,0.017891,0.040924,0.043420,0.054817,0.367477,0.052676,0.411944
accepted-night1080,final,2,candidate,translate,1034.158603,0.966970,0.542300,1.146000,1.495200,26.794016,0.504511,0.939133,41.228333,23682.750000,22078.183333,0.000000,0.002198,0.000000,0.000000,0.000000,1.824992,0.118723,0.119444,0.417560,0.014990,1.000000,0.065252,0.037257,0.087100,0.091468,0.618636,0.089866,0.978952,1.360476,0.052973,0.350219,0.049712,0.420160
accepted-night1080,final,2,candidate,rotate,1088.971316,0.918298,0.568350,1.165500,1.810100,34.541658,0.566306,0.898268,41.503333,23165.943333,22304.370000,0.000000,0.001962,0.000000,0.000000,0.000000,1.797588,0.130720,0.125216,0.531648,0.014426,1.000000,0.139624,0.042459,0.176176,0.182156,0.546279,0.116108,0.874640,1.151072,0.056370,0.382266,0.052832,0.510276
accepted-night1080,final,2,candidate,seam_edits,861.817850,1.160338,1.043350,1.775800,2.394100,334.530208,1.060825,1.055717,42.000000,22896.000000,22345.500000,0.000000,0.467330,2.000000,4.000000,167664.000000,1.902732,0.115981,0.119028,0.402220,0.027196,1.000000,0.060324,0.048930,0.065884,0.091104,0.724369,0.577756,1.082276,1.466556,0.049981,0.383817,0.057564,0.352508
accepted-night1080,final,2,candidate,sky_moving,1046.034040,0.955992,0.428700,0.915700,1.309300,21.030715,0.402459,0.936092,0.000000,0.000000,0.000000,0.000000,0.001710,0.000000,0.000000,0.000000,1.595412,0.330098,0.676988,0.976144,0.009685,1.000000,0.503348,0.010418,0.524160,0.526500,0.038187,0.025876,0.041184,0.042276,0.060593,0.348159,0.053820,0.454688
accepted-night1080,final,2,candidate,wall_moving,1377.944438,0.725719,0.514600,1.031000,1.520300,64.368773,0.507105,0.710553,26.770000,15140.680000,14573.851667,0.000000,0.001880,0.000000,0.000000,0.000000,1.438008,0.112837,0.145496,0.152048,0.021092,1.000000,0.018662,0.028751,0.024596,0.027872,0.506069,0.092081,0.794092,0.999700,0.056386,0.347069,0.055380,0.477880
accepted-night1080,final,2,candidate,cloud_layer,1254.474292,0.797147,0.408650,0.814000,1.172300,29.215164,0.376981,0.775609,0.000000,0.000000,0.000000,0.000000,0.001819,0.000000,0.000000,0.000000,1.387776,0.321464,0.562588,0.883584,0.008922,1.000000,0.352708,0.009738,0.363428,0.364468,0.039846,0.019136,0.040040,0.042068,0.057820,0.331169,0.052832,0.439972
accepted-night1080,final,2,base,underground,790.845072,1.264470,1.008050,1.778900,2.312000,51.471087,0.940498,1.240337,42.000000,22890.000000,22344.000000,0.000000,0.002544,0.000000,0.000000,0.000000,2.682836,0.118655,0.122928,0.274508,0.078308,1.000000,0.355109,0.121391,0.364364,0.826540,0.695933,0.089560,1.360008,1.622504,0.057746,0.497322,0.054964,0.399204
accepted-night1080,final,2,base,surface_still,708.732542,1.410969,0.555400,1.096600,1.526000,12.520429,0.479780,1.375591,42.000000,22890.000000,22344.000000,0.000000,0.002186,0.000000,0.000000,0.000000,2.357680,0.120669,0.130052,0.427492,0.022027,1.000000,0.339252,0.018150,0.354588,0.392392,0.763755,0.020320,1.280708,1.663168,0.054529,0.367272,0.051480,0.425724
accepted-night1080,final,2,base,overview,937.824135,1.066298,0.460300,1.043100,1.570400,18.408319,0.438335,1.030281,48.000000,25464.000000,25601.000000,0.000000,0.001762,0.000000,0.000000,0.000000,1.935024,0.000933,0.001092,0.001196,0.000145,0.000000,0.293025,0.016109,0.339404,0.340860,0.684789,0.018288,1.085968,1.538316,0.047629,0.385851,0.050700,0.054600
accepted-night1080,final,2,base,sky,1039.656484,0.961856,0.425550,0.958300,1.375000,20.605132,0.396797,0.937855,0.000000,0.000000,0.000000,0.000000,0.001879,0.000000,0.000000,0.000000,1.796184,0.286923,0.300872,0.302952,0.003424,1.000000,0.502617,0.015845,0.526188,0.527540,0.078494,0.012237,0.387348,0.607880,0.066030,0.349103,0.335348,0.545012
accepted-night1080,final,2,base,translate,781.973529,1.278816,0.551400,1.161400,1.911400,15.469683,0.534324,1.246870,41.228333,23682.750000,22078.183333,0.000000,0.002207,0.000000,0.000000,0.000000,2.300844,0.119041,0.119444,0.460356,0.028964,1.000000,0.340572,0.016383,0.356408,0.362284,0.650622,0.084695,1.112644,1.525004,0.054318,0.372756,0.049660,0.432120
accepted-night1080,final,2,base,rotate,868.619429,1.151252,0.565600,1.133500,1.963700,19.275325,0.551136,1.120880,41.503333,23165.943333,22304.370000,0.000000,0.002014,0.000000,0.000000,0.000000,2.059096,0.117548,0.121940,0.143208,0.034531,1.000000,0.348012,0.015287,0.366340,0.429052,0.578061,0.110325,0.979940,1.415284,0.054351,0.363121,0.052884,0.436748
accepted-night1080,final,2,base,seam_edits,711.478086,1.405525,1.086600,1.828100,2.405700,42.597813,1.071915,1.388324,42.000000,22896.000000,22345.500000,0.000000,0.465081,2.000000,4.000000,167664.000000,2.332044,0.119394,0.121316,0.424840,0.029289,1.000000,0.345983,0.016644,0.360412,0.506636,0.769294,0.568305,1.272076,1.675856,0.055155,0.381861,0.065104,0.423540
accepted-night1080,final,2,base,sky_moving,1038.997561,0.962466,0.421000,0.851800,1.109100,20.100718,0.384645,0.924099,0.000000,0.000000,0.000000,0.000000,0.001661,0.000000,0.000000,0.000000,1.677208,0.285050,0.297908,0.359840,0.003510,1.000000,0.497742,0.015071,0.520260,0.626028,0.081156,0.018752,0.403104,0.721916,0.056383,0.332849,0.052364,0.424216
accepted-night1080,final,2,base,wall_moving,889.991159,1.123607,0.540700,1.069500,1.707400,19.151909,0.517658,1.095320,26.770000,15140.680000,14573.851667,0.000000,0.001790,0.000000,0.000000,0.000000,1.910064,0.116579,0.118924,0.120172,0.021997,1.000000,0.347048,0.015952,0.353704,0.354796,0.561467,0.083982,0.952016,1.334996,0.053223,0.354658,0.048984,0.421460
accepted-night1080,final,2,base,cloud_layer,1235.604436,0.809321,0.422700,0.971900,1.332100,29.707882,0.396446,0.793416,0.000000,0.000000,0.000000,0.000000,0.001805,0.000000,0.000000,0.000000,1.600820,0.296856,0.354432,0.356460,0.003457,1.000000,0.358218,0.015576,0.432432,0.433628,0.066270,0.013803,0.333684,0.562276,0.068296,0.347485,0.357968,0.515476
accepted-night1080,final,3,base,underground,775.057212,1.290227,0.961800,1.717300,2.240500,36.198877,0.879062,1.265672,42.000000,22890.000000,22344.000000,0.000000,0.002439,0.000000,0.000000,0.000000,2.677948,0.120889,0.134836,0.273260,0.073105,1.000000,0.361446,0.112666,0.679380,0.823420,0.710660,0.082421,1.397968,1.722552,0.059859,0.466657,0.100880,0.406432
accepted-night1080,final,3,base,surface_still,707.553344,1.413321,0.529750,1.037800,1.557100,12.008846,0.452598,1.372882,42.000000,22890.000000,22344.000000,0.000000,0.002111,0.000000,0.000000,0.000000,2.267460,0.116031,0.119808,0.137176,0.021418,1.000000,0.341766,0.017358,0.360256,0.409292,0.760897,0.018938,1.327716,1.606176,0.056512,0.347568,0.052520,0.420264
accepted-night1080,final,3,base,overview,936.736413,1.067536,0.467050,0.996900,1.502700,18.218824,0.429455,1.043390,48.000000,25464.000000,25601.000000,0.000000,0.002117,0.000000,0.000000,0.000000,1.927848,0.000944,0.001144,0.001248,0.000155,0.000000,0.296064,0.015256,0.339976,0.356980,0.695182,0.019499,1.136460,1.569464,0.047210,0.376438,0.052572,0.056160
accepted-night1080,final,3,base,sky,1043.975556,0.957877,0.419350,0.901300,1.406700,20.888899,0.398043,0.936981,0.000000,0.000000,0.000000,0.000000,0.001802,0.000000,0.000000,0.000000,1.759628,0.286584,0.313248,0.326872,0.003526,1.000000,0.503305,0.015539,0.547768,0.573820,0.077284,0.011721,0.384228,0.567736,0.066024,0.351326,0.052468,0.637624
accepted-night1080,final,3,base,translate,772.965082,1.293719,0.524900,1.050600,1.622200,14.086283,0.491008,1.260311,41.228333,23682.750000,22078.183333,0.000000,0.001821,0.000000,0.000000,0.000000,2.359864,0.120050,0.119392,0.400088,0.026439,1.000000,0.344343,0.014631,0.360464,0.366860,0.659084,0.076787,1.188304,1.531088,0.054966,0.345306,0.050388,0.407420
accepted-night1080,final,3,base,rotate,865.473784,1.155436,0.567100,1.141500,1.991400,19.642982,0.558728,1.122734,41.503333,23165.943333,22304.370000,0.000000,0.002016,0.000000,0.000000,0.000000,2.028468,0.117625,0.122408,0.137020,0.035883,1.000000,0.349461,0.015659,0.367640,0.410436,0.576774,0.108451,1.048424,1.455168,0.054012,0.370962,0.051428,0.403000
accepted-night1080,final,3,base,seam_edits,709.930964,1.408588,1.095900,1.719200,2.295900,38.315449,1.048593,1.390444,42.000000,22896.000000,22345.500000,0.000000,0.461543,2.000000,4.000000,167664.000000,2.258776,0.122918,0.166192,0.480220,0.029503,1.000000,0.345403,0.015626,0.361764,0.504816,0.768788,0.565486,1.123564,1.582256,0.054038,0.364697,0.059228,0.491348
accepted-night1080,final,3,base,sky_moving,1048.036033,0.954166,0.423400,0.697800,1.488900,19.920808,0.376133,0.928787,0.000000,0.000000,0.000000,0.000000,0.002204,0.000000,0.000000,0.000000,1.750060,0.286009,0.301912,0.305136,0.003342,1.000000,0.499882,0.014492,0.525876,0.529568,0.074637,0.019378,0.373152,0.668668,0.064486,0.325042,0.233428,0.496340
accepted-night1080,final,3,base,wall_moving,905.020647,1.104947,0.551550,1.051400,1.584600,19.905132,0.515975,1.078558,26.770000,15140.680000,14573.851667,0.000000,0.002142,0.000000,0.000000,0.000000,2.110784,0.115916,0.117832,0.119912,0.021629,1.000000,0.338269,0.014468,0.347724,0.353184,0.552944,0.086946,0.912444,1.406756,0.054750,0.352165,0.047944,0.428584
accepted-night1080,final,3,base,cloud_layer,1233.390343,0.810773,0.412250,0.978600,1.650800,30.353558,0.407911,0.793113,0.000000,0.000000,0.000000,0.000000,0.001558,0.000000,0.000000,0.000000,1.508520,0.296494,0.389636,0.391092,0.003314,1.000000,0.357436,0.015773,0.475228,0.476840,0.069649,0.013193,0.377676,0.595660,0.065777,0.359209,0.236808,0.535964
accepted-night1080,final,3,candidate,underground,922.814560,1.083641,1.031350,1.822600,2.208000,360.265155,0.950422,0.856915,42.000000,22890.000000,22344.000000,0.000000,0.002282,0.000000,0.000000,0.000000,2.962180,0.115517,0.118092,0.426972,0.081442,1.000000,0.029282,0.135330,0.034060,0.098852,0.640208,0.099473,1.027364,2.226224,0.060044,0.506463,0.141232,0.438152
accepted-night1080,final,3,candidate,surface_still,921.525075,1.085158,0.513400,0.976400,1.481200,18.919931,0.432774,1.061737,42.000000,22890.000000,22344.000000,0.000000,0.002237,0.000000,0.000000,0.000000,1.996800,0.120531,0.141700,0.457080,0.020258,1.000000,0.062916,0.037201,0.071812,0.075244,0.722858,0.024670,1.046032,1.583504,0.057742,0.331869,0.053404,0.450476
accepted-night1080,final,3,candidate,overview,1265.954722,0.789918,0.428350,0.849300,1.300200,30.967023,0.396889,0.765250,48.000000,25464.000000,25601.000000,0.000000,0.001681,0.000000,0.000000,0.000000,1.479816,0.000940,0.001144,0.001248,0.000154,0.000000,0.045296,0.039241,0.052624,0.062296,0.666117,0.023704,1.015560,1.373788,0.049008,0.326381,0.053404,0.058812
accepted-night1080,final,3,candidate,sky,883.886354,1.131367,0.425400,0.903000,1.492800,15.079685,0.379190,1.102376,0.000000,0.000000,0.000000,0.000000,0.001736,0.000000,0.000000,0.000000,1.893476,0.389516,0.757640,1.147120,0.008911,1.000000,0.594912,0.011312,0.597532,0.599092,0.043264,0.016346,0.048204,0.054912,0.070245,0.335085,0.061464,0.459212
accepted-night1080,final,3,candidate,translate,828.417824,1.207120,0.519750,1.080100,1.836000,16.425517,0.502629,1.173567,41.228333,23682.750000,22078.183333,0.000000,0.002129,0.000000,0.000000,0.000000,2.549092,0.152138,0.151372,0.575172,0.015176,1.000000,0.077144,0.036437,0.111228,0.112892,0.768860,0.087942,1.307176,1.713504,0.060684,0.350701,0.063180,0.496496
accepted-night1080,final,3,candidate,rotate,1115.987148,0.896068,0.543250,1.023900,1.637800,32.956983,0.519245,0.877208,41.503333,23165.943333,22304.370000,0.000000,0.001885,0.000000,0.000000,0.000000,1.915004,0.123838,0.135304,0.568412,0.013891,1.000000,0.133110,0.041567,0.173004,0.180336,0.537826,0.113596,0.919724,1.195948,0.057255,0.339204,0.053092,0.568672
accepted-night1080,final,3,candidate,seam_edits,910.046596,1.098845,0.994250,1.605100,2.238500,196.765826,0.984392,1.060910,42.000000,22896.000000,22345.500000,0.000000,0.446554,2.000000,4.000000,167664.000000,1.983592,0.117519,0.117780,0.464256,0.025397,1.000000,0.060348,0.048985,0.069160,0.086476,0.731957,0.551650,1.174212,1.578928,0.049926,0.336260,0.055276,0.417612
accepted-night1080,final,3,candidate,sky_moving,1048.222608,0.953996,0.426650,0.729400,1.270800,19.922594,0.375251,0.928247,0.000000,0.000000,0.000000,0.000000,0.001818,0.000000,0.000000,0.000000,1.824992,0.333313,0.699556,1.236300,0.008424,1.000000,0.501078,0.010977,0.566540,0.567164,0.037039,0.024501,0.043576,0.044148,0.052988,0.324380,0.052312,0.428116
accepted-night1080,final,3,candidate,wall_moving,1309.294397,0.763770,0.528850,1.206000,1.625000,60.930655,0.532080,0.749749,26.770000,15140.680000,14573.851667,0.000000,0.001929,0.000000,0.000000,0.000000,1.636700,0.119432,0.118092,0.119080,0.021875,1.000000,0.019599,0.030915,0.026780,0.032188,0.537741,0.096204,0.939432,1.246648,0.053900,0.363054,0.048932,0.477152
accepted-night1080,final,3,candidate,cloud_layer,1249.287126,0.800456,0.399250,0.730400,1.279000,27.402728,0.363966,0.778531,0.000000,0.000000,0.000000,0.000000,0.001531,0.000000,0.000000,0.000000,1.596556,0.325036,0.644592,0.951600,0.008122,1.000000,0.350521,0.011158,0.363740,0.376428,0.036966,0.017376,0.039884,0.041236,0.062249,0.320331,0.052832,0.552500
accepted-night1080-sky-moving-repeat,final,1,base,sky_moving,981.598625,1.018746,0.959750,1.684000,2.111700,411.356173,0.889760,0.924267,0.000000,0.000000,0.000000,0.000000,0.002257,0.000000,0.000000,0.000000,2.585128,0.278762,0.284440,0.841412,0.105887,1.000000,0.488976,0.130744,0.497952,1.474460,0.082176,0.092433,0.391248,0.850616,0.069408,0.490261,0.139256,0.662740
