suite,cohort,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws,sky_gpu_mean_ms,sky_cpu_mean_ms,sky_gpu_p95_ms,sky_gpu_p99_ms,terrain_gpu_mean_ms,terrain_cpu_mean_ms,terrain_gpu_p95_ms,terrain_gpu_p99_ms,hud_gpu_mean_ms,hud_cpu_mean_ms,hud_gpu_p95_ms,hud_gpu_p99_ms
order-day1080,diagnostic,1,base,underground,891.788854,1.121342,0.854150,1.529400,1.980200,47.221116,0.794080,1.099037,42.000000,22890.000000,22344.000000,0.000000,0.001921,0.000000,0.000000,0.000000,3.312504,0.111082,0.117052,0.304200,0.064692,1.000000,0.267795,0.102737,0.275288,0.730288,0.652100,0.072408,1.447368,1.894048,0.055707,0.422423,0.101868,0.445900
order-day1080,diagnostic,1,base,surface_still,816.407394,1.224879,0.483800,0.909200,1.375700,14.235200,0.402014,1.188874,42.000000,22890.000000,22344.000000,0.000000,0.001957,0.000000,0.000000,0.000000,2.125656,0.106909,0.119132,0.126204,0.018384,1.000000,0.252210,0.016123,0.281476,0.303212,0.690879,0.017054,1.140464,1.604616,0.048981,0.308783,0.048516,0.433264
order-day1080,diagnostic,1,base,overview,988.856575,1.011269,0.425450,0.848600,1.428700,18.347109,0.384676,0.982860,48.000000,25464.000000,25601.000000,0.000000,0.001709,0.000000,0.000000,0.000000,1.875016,0.000890,0.001092,0.001196,0.000145,0.000000,0.269415,0.015399,0.281476,0.286936,0.664963,0.017278,1.082328,1.555580,0.043695,0.336435,0.048932,0.051012
order-day1080,diagnostic,1,base,sky,1422.824910,0.702827,0.372500,0.627500,1.095200,32.609121,0.336874,0.683297,0.000000,0.000000,0.000000,0.000000,0.001285,0.000000,0.000000,0.000000,1.352156,0.259431,0.341380,0.357500,0.002750,1.000000,0.308035,0.013719,0.403364,0.422656,0.060043,0.009471,0.339404,0.530764,0.052303,0.298613,0.051740,0.457184
order-day1080,diagnostic,1,base,translate,901.669757,1.109053,0.483950,0.952400,1.437800,17.482329,0.451965,1.082802,41.228333,23682.750000,22078.183333,0.000000,0.001725,0.000000,0.000000,0.000000,2.142868,0.109546,0.135564,0.391456,0.024498,1.000000,0.254158,0.015656,0.314392,0.330824,0.591792,0.070464,0.989924,1.514240,0.049802,0.315371,0.049972,0.434200
order-day1080,diagnostic,1,base,rotate,1027.923367,0.972835,0.511400,0.964000,1.450800,24.088840,0.480757,0.953394,41.503333,23165.943333,22304.370000,0.000000,0.001699,0.000000,0.000000,0.000000,1.979068,0.106042,0.114348,0.129636,0.030542,1.000000,0.255935,0.015537,0.275132,0.314184,0.519803,0.094149,0.894088,1.488448,0.049685,0.318366,0.047892,0.440024
order-day1080,diagnostic,1,base,seam_edits,812.912519,1.230145,1.020150,1.667600,2.049700,66.247614,0.999080,1.214673,42.000000,22896.000000,22345.500000,0.000000,0.476561,2.000000,4.000000,167664.000000,2.231788,0.115084,0.167024,0.425880,0.025346,1.000000,0.254910,0.016747,0.361140,0.405704,0.701885,0.566651,1.107496,1.547884,0.049224,0.326846,0.060580,0.432692
order-day1080,diagnostic,1,base,sky_moving,1374.450163,0.727564,0.430700,1.048400,1.840000,45.391651,0.430649,0.712415,0.000000,0.000000,0.000000,0.000000,0.002216,0.000000,0.000000,0.000000,1.427244,0.264680,0.342888,0.343512,0.003735,1.000000,0.313108,0.017472,0.403000,0.404248,0.068674,0.022128,0.368472,0.584272,0.062346,0.370239,0.053768,0.597012
order-day1080,diagnostic,1,base,wall_moving,1048.652220,0.953605,0.547300,1.204700,1.749300,32.218484,0.559211,0.935921,26.770000,15140.680000,14573.851667,0.000000,0.002658,0.000000,0.000000,0.000000,1.768728,0.107917,0.137852,0.139984,0.023768,1.000000,0.253225,0.018050,0.327808,0.330460,0.509788,0.093678,0.906412,1.322100,0.048590,0.379329,0.050492,0.442468
order-day1080,diagnostic,1,base,cloud_layer,1526.136616,0.655249,0.361150,0.752000,1.094900,38.930097,0.338985,0.639260,0.000000,0.000000,0.000000,0.000000,0.001339,0.000000,0.000000,0.000000,1.360736,0.272746,0.338572,0.340808,0.002765,1.000000,0.249744,0.014707,0.313508,0.314704,0.059177,0.011157,0.318084,0.582036,0.054040,0.297884,0.048672,0.449384
order-day1080,diagnostic,1,candidate,underground,1030.029479,0.970846,0.894750,1.586300,2.090500,420.394751,0.851468,0.817602,42.000000,22890.000000,22344.000000,0.000000,0.002044,0.000000,0.000000,0.000000,2.941848,0.110100,0.117988,0.380640,0.072328,1.000000,0.028693,0.117285,0.037180,0.092976,0.610028,0.089786,0.955240,2.220660,0.058261,0.456329,0.055640,0.436852
order-day1080,diagnostic,1,candidate,surface_still,1008.730224,0.991345,0.484900,0.867300,1.322700,21.517091,0.415258,0.969550,42.000000,22890.000000,22344.000000,0.000000,0.002228,0.000000,0.000000,0.000000,1.826604,0.112203,0.127660,0.465764,0.018724,1.000000,0.042223,0.034923,0.052624,0.056420,0.671042,0.022834,1.028196,1.384968,0.050928,0.321960,0.051584,0.421824
order-day1080,diagnostic,1,candidate,overview,1329.954952,0.751905,0.459700,1.240300,1.784100,53.716703,0.488004,0.728485,48.000000,25464.000000,25601.000000,0.000000,0.002369,0.000000,0.000000,0.000000,1.530724,0.000912,0.001144,0.001248,0.000163,0.000000,0.042641,0.046882,0.053768,0.062608,0.633127,0.031640,1.021124,1.400204,0.048033,0.399421,0.052312,0.059436
order-day1080,diagnostic,1,candidate,sky,1395.651337,0.716511,0.407800,0.835500,1.272500,37.413668,0.377512,0.684214,0.000000,0.000000,0.000000,0.000000,0.001636,0.000000,0.000000,0.000000,1.191892,0.282467,0.300924,0.668148,0.009041,1.000000,0.311044,0.011100,0.337688,0.351624,0.036173,0.017399,0.039520,0.041860,0.050852,0.332682,0.049764,0.446732
order-day1080,diagnostic,1,candidate,translate,1135.666750,0.880540,0.529350,1.062800,1.724500,34.124995,0.499064,0.846546,41.228333,23682.750000,22078.183333,0.000000,0.002482,0.000000,0.000000,0.000000,1.708772,0.110750,0.125268,0.129844,0.015026,1.000000,0.044246,0.037888,0.056316,0.058500,0.568001,0.088542,0.753012,1.134328,0.044121,0.344662,0.050596,0.058188
order-day1080,diagnostic,1,candidate,rotate,1275.417476,0.784057,0.510400,1.294900,2.764300,59.192087,0.548214,0.753447,41.503333,23165.943333,22304.370000,0.000000,0.002023,0.000000,0.000000,0.000000,1.503372,0.111128,0.117676,0.129584,0.014532,1.000000,0.083721,0.043497,0.112216,0.117884,0.487370,0.109051,0.602420,1.031264,0.050099,0.369020,0.049608,0.058604
order-day1080,diagnostic,1,candidate,seam_edits,888.759722,1.125163,0.972550,1.920500,3.432500,245.543388,1.018936,0.981529,42.000000,22896.000000,22345.500000,0.000000,0.415247,2.000000,4.000000,167664.000000,2.346708,0.111842,0.117936,0.142480,0.026228,1.000000,0.041986,0.049757,0.049296,0.056316,0.684920,0.518121,0.966368,2.043028,0.048842,0.400131,0.048828,0.241228
order-day1080,diagnostic,1,candidate,sky_moving,1276.196594,0.783578,0.611000,1.554300,2.265800,182.251720,0.615040,0.687546,0.000000,0.000000,0.000000,0.000000,0.004366,0.000000,0.000000,0.000000,1.376284,0.282474,0.302172,0.854984,0.018442,1.000000,0.311922,0.015337,0.338780,0.356512,0.035635,0.053183,0.040716,0.042432,0.053518,0.510642,0.054236,0.475540
order-day1080,diagnostic,1,candidate,wall_moving,1455.433181,0.687081,0.533150,1.106700,1.525900,103.629807,0.527542,0.658369,26.770000,15140.680000,14573.851667,0.000000,0.002136,0.000000,0.000000,0.000000,1.161368,0.108199,0.128596,0.132600,0.023193,1.000000,0.017691,0.033018,0.021372,0.031096,0.472037,0.092427,0.553696,0.936416,0.044416,0.358335,0.049192,0.055900
order-day1080,diagnostic,1,candidate,cloud_layer,1529.696378,0.653725,0.399850,0.991500,1.436000,54.720610,0.400118,0.622271,0.000000,0.000000,0.000000,0.000000,0.002003,0.000000,0.000000,0.000000,1.041404,0.286445,0.315120,0.632736,0.009793,1.000000,0.251603,0.011430,0.273936,0.277056,0.034975,0.020645,0.039780,0.040976,0.045519,0.349905,0.047632,0.354952
order-day1080,diagnostic,2,candidate,underground,1019.212322,0.981150,0.919600,1.604600,2.125100,427.584929,0.860407,0.790707,42.000000,22890.000000,22344.000000,0.000000,0.001989,0.000000,0.000000,0.000000,1.409252,0.112423,0.146848,0.149864,0.071163,1.000000,0.027707,0.123178,0.041132,0.045448,0.591918,0.091181,0.769132,1.149512,0.047923,0.458264,0.062816,0.065832
order-day1080,diagnostic,2,candidate,surface_still,1052.002592,0.950568,0.468950,0.814200,1.249800,22.317601,0.400108,0.916335,42.000000,22890.000000,22344.000000,0.000000,0.001984,0.000000,0.000000,0.000000,1.334528,0.105009,0.110760,0.115232,0.018080,1.000000,0.041611,0.034633,0.048568,0.054548,0.633598,0.021333,0.669916,1.047540,0.043861,0.310115,0.048100,0.053508
order-day1080,diagnostic,2,candidate,overview,1340.465803,0.746009,0.536200,1.310100,1.768600,88.526520,0.546203,0.709873,48.000000,25464.000000,25601.000000,0.000000,0.003104,0.000000,0.000000,0.000000,1.234792,0.000938,0.001144,0.001352,0.000211,0.000000,0.044586,0.054169,0.051428,0.058604,0.612134,0.038380,0.633932,1.104948,0.048376,0.441613,0.051740,0.056576
order-day1080,diagnostic,2,candidate,sky,1435.491867,0.696625,0.420550,0.984600,1.528300,47.274246,0.409647,0.673675,0.000000,0.000000,0.000000,0.000000,0.002122,0.000000,0.000000,0.000000,1.142180,0.272724,0.281060,0.590720,0.009514,1.000000,0.312573,0.012527,0.327184,0.351364,0.036147,0.019336,0.038428,0.041496,0.048531,0.359558,0.046124,0.406172
order-day1080,diagnostic,2,candidate,translate,1177.523664,0.849240,0.546000,1.132000,1.718000,42.885233,0.530393,0.822492,41.228333,23682.750000,22078.183333,0.000000,0.002682,0.000000,0.000000,0.000000,1.549080,0.108627,0.115960,0.125112,0.016623,1.000000,0.043573,0.039963,0.056316,0.058760,0.549694,0.095106,0.715884,0.927316,0.043051,0.364645,0.046748,0.051532
order-day1080,diagnostic,2,candidate,rotate,1311.708507,0.762364,0.515450,0.994200,1.934000,52.652963,0.509697,0.737910,41.503333,23165.943333,22304.370000,0.000000,0.001764,0.000000,0.000000,0.000000,1.207700,0.109487,0.112788,0.124332,0.013350,1.000000,0.083342,0.041204,0.105456,0.111540,0.480981,0.104951,0.621868,0.903240,0.042516,0.340321,0.046748,0.050648
order-day1080,diagnostic,2,candidate,seam_edits,677.279715,1.476495,1.348950,2.512300,3.473000,249.788720,1.334078,0.937124,42.000000,22896.000000,22345.500000,0.000000,0.538111,2.000000,4.000000,167664.000000,1.794052,0.105266,0.120536,0.126204,0.039705,1.000000,0.042387,0.074275,0.048776,0.056264,0.649281,0.684283,0.750308,1.310660,0.048715,0.496672,0.051220,0.058812
order-day1080,diagnostic,2,candidate,sky_moving,1352.488477,0.739378,0.478650,1.225700,1.860400,59.957969,0.484508,0.687122,0.000000,0.000000,0.000000,0.000000,0.003103,0.000000,0.000000,0.000000,1.254604,0.281138,0.287248,0.800384,0.013189,1.000000,0.313533,0.013777,0.330044,0.352404,0.036649,0.038154,0.039884,0.042432,0.051966,0.408113,0.051844,0.431912
order-day1080,diagnostic,2,candidate,wall_moving,1472.493093,0.679120,0.506550,1.500800,2.567900,220.980638,0.571566,0.647370,26.770000,15140.680000,14573.851667,0.000000,0.002034,0.000000,0.000000,0.000000,1.107392,0.106205,0.132184,0.133224,0.023022,1.000000,0.017261,0.033013,0.021268,0.027716,0.462928,0.092598,0.553488,0.890864,0.045204,0.400336,0.048724,0.316004
order-day1080,diagnostic,2,candidate,cloud_layer,1480.492293,0.675451,0.489750,1.322900,2.226200,160.896300,0.531026,0.613149,0.000000,0.000000,0.000000,0.000000,0.002233,0.000000,0.000000,0.000000,1.102192,0.284624,0.307424,0.748748,0.012057,1.000000,0.245122,0.012904,0.255424,0.284180,0.032842,0.028486,0.036296,0.038116,0.046846,0.464379,0.046748,0.390104
order-day1080,diagnostic,2,base,underground,875.659043,1.141997,1.057050,1.916800,2.663100,290.416263,1.001290,1.034095,42.000000,22890.000000,22344.000000,0.000000,0.002491,0.000000,0.000000,0.000000,1.727388,0.110185,0.124800,0.192244,0.082480,1.000000,0.264413,0.140579,0.297336,0.456144,0.598696,0.096411,0.835536,1.034852,0.049211,0.520525,0.055744,0.078364
order-day1080,diagnostic,2,base,surface_still,826.017798,1.210628,0.559650,1.258000,2.215100,17.343306,0.504934,1.167954,42.000000,22890.000000,22344.000000,0.000000,0.002720,0.000000,0.000000,0.000000,1.667380,0.109971,0.112684,0.127192,0.024770,1.000000,0.258243,0.020387,0.267956,0.277888,0.662644,0.021184,0.706212,1.115296,0.045198,0.384559,0.049868,0.053820
order-day1080,diagnostic,2,base,overview,1039.628742,0.961882,0.468400,1.334300,2.032800,26.908219,0.495622,0.925471,48.000000,25464.000000,25601.000000,0.000000,0.002306,0.000000,0.000000,0.000000,1.422876,0.000891,0.001092,0.001196,0.000201,0.000000,0.266465,0.020678,0.278148,0.284544,0.610925,0.022123,0.635128,1.111916,0.043364,0.430472,0.048672,0.054808
order-day1080,diagnostic,2,base,sky,1392.409235,0.718180,0.392650,1.047000,2.007300,43.520457,0.417407,0.681438,0.000000,0.000000,0.000000,0.000000,0.001960,0.000000,0.000000,0.000000,1.185756,0.263333,0.289172,0.300820,0.003377,1.000000,0.313287,0.018272,0.344136,0.357708,0.047019,0.012800,0.057356,0.397384,0.054244,0.364768,0.048412,0.507624
order-day1080,diagnostic,2,base,translate,869.600379,1.149953,0.611800,1.665400,2.138300,26.311173,0.659371,1.083447,41.228333,23682.750000,22078.183333,0.000000,0.003551,0.000000,0.000000,0.000000,1.824784,0.111084,0.114504,0.125164,0.039853,1.000000,0.262073,0.021524,0.280436,0.292812,0.586884,0.100673,0.726388,1.051440,0.046258,0.451617,0.050856,0.058708
order-day1080,diagnostic,2,base,rotate,1029.450874,0.971392,0.745150,1.629300,2.141400,69.297828,0.724367,0.940823,41.503333,23165.943333,22304.370000,0.000000,0.002618,0.000000,0.000000,0.000000,1.507168,0.108888,0.113048,0.116116,0.043130,1.000000,0.264461,0.024127,0.277316,0.281788,0.498886,0.115608,0.663156,1.004224,0.046583,0.502380,0.048308,0.052260
order-day1080,diagnostic,2,base,seam_edits,835.992719,1.196183,1.062900,1.785900,2.181800,159.657269,1.066264,1.168311,42.000000,22896.000000,22345.500000,0.000000,0.494643,2.000000,4.000000,167664.000000,1.634828,0.108459,0.110084,0.116272,0.027343,1.000000,0.256243,0.018899,0.267176,0.274612,0.666875,0.591217,0.922948,1.113580,0.044193,0.363069,0.046436,0.052364
order-day1080,diagnostic,2,base,sky_moving,1445.907864,0.691607,0.459600,1.223900,2.062400,102.397466,0.509929,0.671649,0.000000,0.000000,0.000000,0.000000,0.001938,0.000000,0.000000,0.000000,1.062360,0.264960,0.280020,0.291252,0.003635,1.000000,0.313602,0.023381,0.331500,0.346268,0.042238,0.022765,0.047580,0.355108,0.047230,0.438163,0.046020,0.404976
order-day1080,diagnostic,2,base,wall_moving,1078.265739,0.927415,0.596850,1.690000,2.093700,54.709683,0.651018,0.899010,26.770000,15140.680000,14573.851667,0.000000,0.002228,0.000000,0.000000,0.000000,1.350960,0.107728,0.113984,0.126412,0.025760,1.000000,0.255913,0.023949,0.272376,0.300664,0.475686,0.088893,0.524888,0.903344,0.044133,0.458783,0.046748,0.060424
order-day1080,diagnostic,2,base,cloud_layer,1553.144730,0.643855,0.427850,1.176900,1.611200,91.662529,0.455465,0.626239,0.000000,0.000000,0.000000,0.000000,0.001877,0.000000,0.000000,0.000000,1.009996,0.278669,0.300248,0.308100,0.003474,1.000000,0.254792,0.022763,0.261404,0.268736,0.044690,0.015660,0.046956,0.417404,0.044504,0.394159,0.045344,0.344916
order-day1080,diagnostic,3,base,underground,883.626142,1.131700,1.005350,1.939600,2.589400,257.016552,0.979830,1.038257,42.000000,22890.000000,22344.000000,0.000000,0.002792,0.000000,0.000000,0.000000,1.861756,0.109816,0.125060,0.201292,0.076746,1.000000,0.265454,0.128244,0.307060,0.486096,0.600610,0.095903,0.910260,1.096160,0.050605,0.521958,0.059852,0.085800
order-day1080,diagnostic,3,base,surface_still,816.364183,1.224944,0.513950,1.053200,1.413200,15.098404,0.436104,1.180860,42.000000,22890.000000,22344.000000,0.000000,0.002201,0.000000,0.000000,0.000000,1.945112,0.110187,0.117416,0.121316,0.021711,1.000000,0.261627,0.014635,0.282672,0.293332,0.671216,0.018627,0.734968,1.332136,0.045156,0.333859,0.048308,0.055172
order-day1080,diagnostic,3,base,overview,999.310975,1.000690,0.545000,1.739900,2.446300,34.688658,0.599384,0.945152,48.000000,25464.000000,25601.000000,0.000000,0.003167,0.000000,0.000000,0.000000,1.854008,0.000918,0.001144,0.001508,0.000279,0.000000,0.269460,0.022019,0.289692,0.309036,0.626185,0.029554,0.718640,1.519804,0.044530,0.516954,0.052884,0.061828
order-day1080,diagnostic,3,base,sky,1330.024528,0.751866,0.559900,1.387700,1.891300,81.636985,0.533388,0.685196,0.000000,0.000000,0.000000,0.000000,0.002636,0.000000,0.000000,0.000000,1.052324,0.267219,0.290004,0.305812,0.004073,1.000000,0.319086,0.022777,0.344708,0.372840,0.051678,0.017483,0.062920,0.378976,0.043484,0.462182,0.048048,0.056420
order-day1080,diagnostic,3,base,translate,927.968890,1.077622,0.506500,1.165100,1.884900,20.532679,0.505977,1.046604,41.228333,23682.750000,22078.183333,0.000000,0.001800,0.000000,0.000000,0.000000,1.692600,0.107977,0.111852,0.120120,0.026830,1.000000,0.257644,0.015662,0.275080,0.281216,0.558868,0.073899,0.730912,1.018732,0.045414,0.360710,0.046072,0.053768
order-day1080,diagnostic,3,base,rotate,1033.213153,0.967854,0.535350,1.022600,1.518800,26.250876,0.510904,0.926208,41.503333,23165.943333,22304.370000,0.000000,0.002498,0.000000,0.000000,0.000000,1.363908,0.109509,0.113360,0.115700,0.031715,1.000000,0.264111,0.013580,0.276692,0.280384,0.487593,0.105165,0.600652,0.905008,0.043603,0.336072,0.047216,0.053196
order-day1080,diagnostic,3,base,seam_edits,838.001116,1.193316,1.046550,1.660700,2.386100,114.450741,1.043592,1.166744,42.000000,22896.000000,22345.500000,0.000000,0.499870,2.000000,4.000000,167664.000000,1.625572,0.108013,0.110916,0.113672,0.026889,1.000000,0.257156,0.014045,0.268632,0.275704,0.666860,0.593907,0.860964,1.126008,0.043185,0.344435,0.045812,0.050128
order-day1080,diagnostic,3,base,sky_moving,1440.932572,0.693995,0.389000,0.821300,1.181100,39.787798,0.379589,0.668418,0.000000,0.000000,0.000000,0.000000,0.001470,0.000000,0.000000,0.000000,1.000584,0.265715,0.270556,0.274092,0.003188,1.000000,0.315056,0.013085,0.327496,0.329056,0.039824,0.018323,0.040612,0.297908,0.044237,0.330550,0.043732,0.248456
order-day1080,diagnostic,3,base,wall_moving,1092.825509,0.915059,0.484750,0.990200,1.545600,26.364413,0.471655,0.887741,26.770000,15140.680000,14573.851667,0.000000,0.001645,0.000000,0.000000,0.000000,1.285960,0.106602,0.109772,0.113620,0.018852,1.000000,0.254351,0.012783,0.265980,0.268216,0.468647,0.076489,0.493220,0.832624,0.042593,0.329916,0.044148,0.050336
order-day1080,diagnostic,3,base,cloud_layer,1574.973875,0.634931,0.378400,0.726600,1.137500,43.542691,0.344412,0.611495,0.000000,0.000000,0.000000,0.000000,0.001327,0.000000,0.000000,0.000000,0.932776,0.273464,0.293748,0.303680,0.002963,1.000000,0.250738,0.011856,0.259428,0.267124,0.040576,0.010980,0.042484,0.324948,0.043149,0.306136,0.043420,0.225732
order-day1080,diagnostic,3,candidate,underground,828.143633,1.207520,1.130050,2.031600,2.603400,346.314350,1.050665,0.770631,42.000000,22890.000000,22344.000000,0.000000,0.003392,0.000000,0.000000,0.000000,1.732796,0.109945,0.127660,0.247780,0.087373,1.000000,0.028698,0.148874,0.040092,0.058916,0.573091,0.111982,0.693940,1.309152,0.048349,0.566243,0.058344,0.097344
order-day1080,diagnostic,3,candidate,surface_still,1008.039451,0.992025,0.541850,1.130100,1.620000,27.678213,0.527226,0.952947,42.000000,22890.000000,22344.000000,0.000000,0.002272,0.000000,0.000000,0.000000,1.352728,0.109659,0.116064,0.125996,0.024612,1.000000,0.043582,0.042495,0.051428,0.056108,0.661142,0.029215,0.719628,1.048476,0.044241,0.409454,0.050232,0.053612
order-day1080,diagnostic,3,candidate,overview,1383.139256,0.722993,0.438050,0.781900,1.406800,39.536891,0.396468,0.699622,48.000000,25464.000000,25601.000000,0.000000,0.001977,0.000000,0.000000,0.000000,1.139684,0.000915,0.001092,0.001196,0.000164,0.000000,0.041647,0.039180,0.049348,0.056004,0.609202,0.023657,0.628368,1.033136,0.044088,0.325704,0.049036,0.053040
order-day1080,diagnostic,3,candidate,sky,1451.580009,0.688905,0.363150,0.672600,1.111700,34.719711,0.336576,0.663863,0.000000,0.000000,0.000000,0.000000,0.001406,0.000000,0.000000,0.000000,0.978432,0.270531,0.274040,0.536068,0.007605,1.000000,0.311175,0.010661,0.318344,0.329420,0.035356,0.014073,0.038168,0.040716,0.043214,0.298075,0.045552,0.055640
order-day1080,diagnostic,3,candidate,translate,1188.790655,0.841191,0.474500,0.890400,1.291000,30.391503,0.436348,0.816787,41.228333,23682.750000,22078.183333,0.000000,0.001861,0.000000,0.000000,0.000000,1.393704,0.107079,0.111592,0.114296,0.012720,1.000000,0.043555,0.033404,0.057044,0.058240,0.546723,0.076094,0.713492,0.925392,0.043166,0.302534,0.045760,0.051480
order-day1080,diagnostic,3,candidate,rotate,1310.125766,0.763286,0.518900,1.084500,1.744900,53.805386,0.515133,0.737512,41.503333,23165.943333,22304.370000,0.000000,0.001756,0.000000,0.000000,0.000000,1.124292,0.109655,0.114764,0.116844,0.013584,1.000000,0.083626,0.041532,0.106548,0.111904,0.478435,0.107472,0.576316,0.828672,0.044677,0.342119,0.047372,0.051948
order-day1080,diagnostic,3,candidate,seam_edits,987.879541,1.012269,0.929350,1.500500,1.931300,390.441980,0.925378,0.913978,42.000000,22896.000000,22345.500000,0.000000,0.410040,2.000000,4.000000,167664.000000,1.285440,0.104876,0.108108,0.110760,0.024134,1.000000,0.041095,0.044187,0.043680,0.048464,0.635421,0.506484,0.651612,1.002716,0.041960,0.329906,0.044096,0.046956
order-day1080,diagnostic,3,candidate,sky_moving,1439.149865,0.694855,0.388850,0.745900,1.316400,36.758940,0.362248,0.671409,0.000000,0.000000,0.000000,0.000000,0.001478,0.000000,0.000000,0.000000,1.023932,0.274392,0.280124,0.579332,0.007979,1.000000,0.313249,0.010548,0.326612,0.329576,0.035408,0.022212,0.037596,0.039364,0.044784,0.314632,0.045084,0.301756
order-day1080,diagnostic,3,candidate,wall_moving,1509.730971,0.662370,0.484600,0.971700,1.468700,75.594742,0.478557,0.640511,26.770000,15140.680000,14573.851667,0.000000,0.001633,0.000000,0.000000,0.000000,1.013896,0.105970,0.112996,0.121992,0.026086,1.000000,0.017190,0.027117,0.019032,0.027664,0.459496,0.084171,0.495664,0.808132,0.042193,0.324723,0.044044,0.049192
order-day1080,diagnostic,3,candidate,cloud_layer,1576.140594,0.634461,0.373350,0.644300,1.079500,42.813259,0.342235,0.615826,0.000000,0.000000,0.000000,0.000000,0.001407,0.000000,0.000000,0.000000,0.947024,0.283582,0.301028,0.576784,0.008200,1.000000,0.249747,0.010118,0.255736,0.264888,0.033958,0.015269,0.036660,0.037752,0.044988,0.302724,0.044148,0.339144
order-isolation,diagnostic,1,base,seam_edits,653.524507,1.530165,1.427200,2.291400,2.887800,204.699212,1.399487,0.807869,42.000000,22896.000000,22345.500000,0.000000,0.485831,2.000000,4.000000,167664.000000,2.717884,0.069660,0.083096,0.245596,0.078003,1.000000,0.156770,0.113278,0.192816,0.553904,0.459853,0.586697,0.911248,1.508468,0.064046,0.475479,0.068484,0.456924
order-isolation,diagnostic,1,candidate_first,seam_edits,613.805530,1.629181,1.561500,2.255100,2.735100,329.969478,1.494710,0.968798,42.000000,22896.000000,22345.500000,0.000000,0.572769,2.000000,4.000000,167664.000000,3.073720,0.085042,0.122616,0.246324,0.084133,1.000000,0.210015,0.114184,0.343720,0.683540,0.530676,0.670512,1.180192,2.019056,0.073696,0.473669,0.154024,0.441688
order-isolation,diagnostic,1,candidate,seam_edits,635.284125,1.574099,1.476300,2.293500,2.845700,311.654313,1.447147,0.854240,42.000000,22896.000000,22345.500000,0.000000,0.558699,2.000000,4.000000,167664.000000,2.267200,0.095416,0.131248,0.452816,0.073581,1.000000,0.032763,0.123886,0.046124,0.087256,0.569266,0.668138,1.119560,1.738360,0.078926,0.469790,0.104260,0.379028
order-isolation,diagnostic,2,candidate,seam_edits,635.315270,1.574022,1.496300,2.229000,2.678100,335.268578,1.448096,0.853724,42.000000,22896.000000,22345.500000,0.000000,0.559164,2.000000,4.000000,167664.000000,2.236676,0.098699,0.113516,0.525616,0.073479,1.000000,0.031921,0.132278,0.041756,0.085020,0.563813,0.669760,1.136876,1.545336,0.077403,0.460101,0.091832,0.469196
order-isolation,diagnostic,2,candidate_first,seam_edits,619.825170,1.613358,1.531350,2.278400,2.868600,289.495650,1.482178,0.941720,42.000000,22896.000000,22345.500000,0.000000,0.565593,2.000000,4.000000,167664.000000,2.697344,0.084980,0.106392,0.427648,0.082485,1.000000,0.203425,0.109480,0.260676,0.608192,0.509853,0.660749,1.084460,1.582360,0.074690,0.485366,0.086216,0.532324
order-isolation,diagnostic,2,base,seam_edits,650.506848,1.537263,1.460500,2.222300,2.780700,316.422318,1.409096,0.906770,42.000000,22896.000000,22345.500000,0.000000,0.482540,2.000000,4.000000,167664.000000,2.722668,0.078089,0.092872,0.244712,0.079493,1.000000,0.175360,0.108755,0.214448,0.553436,0.526026,0.584877,1.001416,1.531556,0.063867,0.491223,0.074256,0.184756
order-isolation,diagnostic,3,base,seam_edits,654.136179,1.528734,1.458150,2.192400,2.705000,347.258395,1.400650,0.899297,42.000000,22896.000000,22345.500000,0.000000,0.483142,2.000000,4.000000,167664.000000,2.340832,0.075211,0.087828,0.208936,0.078729,1.000000,0.176004,0.112992,0.204204,0.483912,0.516393,0.585170,0.951444,1.540448,0.066450,0.479027,0.072436,0.410436
order-isolation,diagnostic,3,candidate_first,seam_edits,627.044688,1.594783,1.517100,2.214100,2.640000,287.382473,1.465534,0.926877,42.000000,22896.000000,22345.500000,0.000000,0.562866,2.000000,4.000000,167664.000000,3.168152,0.081537,0.133900,0.247104,0.076189,1.000000,0.205527,0.116312,0.376740,0.679068,0.499411,0.656719,1.180504,1.520480,0.073293,0.472657,0.156052,0.466232
order-isolation,diagnostic,3,candidate,seam_edits,624.727072,1.600699,1.532700,2.292900,2.611600,365.114524,1.473045,0.881690,42.000000,22896.000000,22345.500000,0.000000,0.569850,2.000000,4.000000,167664.000000,2.238392,0.099756,0.122824,0.587912,0.073499,1.000000,0.034904,0.129563,0.045916,0.086372,0.582798,0.682406,1.221324,1.747460,0.084023,0.477308,0.098280,0.536484
order-isolation,diagnostic,4,candidate,seam_edits,526.726174,1.898520,1.801500,2.776000,3.288600,221.076717,1.741151,1.058169,42.000000,22896.000000,22345.500000,0.000000,0.633711,2.000000,4.000000,167664.000000,2.631044,0.112119,0.133796,0.590200,0.090640,1.000000,0.039221,0.157009,0.050284,0.079612,0.711879,0.764721,1.391572,2.152800,0.100083,0.587080,0.108784,0.637884
