suite,batch,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws
diagnostic-day720,day720,3,base,sky,1726.775233,0.579114,0.470350,1.088100,1.957400,454.204801,0.480160,0.393259,0.000000,0.000000,0.000000,0.000000,0.002505,0.000000,0.000000,0.000000,1.295112,0.132906,0.138112,0.139048,0.004049,1.000000
diagnostic-day720,day720,3,base,translate,1452.387471,0.688521,0.568200,1.433200,2.085700,433.576136,0.584615,0.640382,41.228333,23682.750000,22078.183333,0.000000,0.002752,0.000000,0.000000,0.000000,1.933568,0.107879,0.150020,0.152932,0.031683,1.000000
diagnostic-day720,day720,3,base,rotate,1290.904459,0.774651,0.638950,1.521600,2.065200,430.437683,0.666159,0.580300,41.503333,23165.943333,22304.370000,0.000000,0.003414,0.000000,0.000000,0.000000,1.823172,0.108729,0.125164,0.128024,0.040812,1.000000
diagnostic-day720,day720,3,base,seam_edits,462.714968,2.161158,2.046700,3.450700,3.973500,225.638557,1.986944,0.924801,42.000000,22896.000000,22345.500000,0.000000,1.082273,2.000000,4.000000,167664.000000,2.292784,0.138288,0.160108,0.162240,0.056292,1.000000
diagnostic-day720,day720,3,base,sky_moving,1404.830792,0.711830,0.559200,1.440500,2.150700,398.827447,0.589338,0.486730,0.000000,0.000000,0.000000,0.000000,0.003340,0.000000,0.000000,0.000000,2.053792,0.157593,0.246740,0.251368,0.004810,1.000000
diagnostic-day720,day720,3,base,wall_moving,1010.572781,0.989538,0.850050,1.825600,2.238400,349.247372,0.842126,0.581136,26.816667,15183.423333,14600.740000,0.000000,0.005134,0.000000,0.000000,0.000000,2.439216,0.098643,0.110760,0.117936,0.039419,1.000000
diagnostic-day720,day720,3,base,cloud_layer,1511.679234,0.661516,0.530550,1.417300,1.827300,388.731956,0.555962,0.347111,0.000000,0.000000,0.000000,0.000000,0.003206,0.000000,0.000000,0.000000,1.190228,0.125089,0.138164,0.144352,0.004579,1.000000
diagnostic-day720,day720,3,candidate,underground,1030.103929,0.970776,0.813050,1.820300,2.327400,344.942567,0.841367,0.609886,42.000000,22890.000000,22344.000000,0.000000,0.004422,0.000000,0.000000,0.000000,1.888224,0.058189,0.063336,0.180960,0.088574,1.000000
diagnostic-day720,day720,3,candidate,surface_still,1325.622628,0.754362,0.580850,1.465600,2.174300,175.624491,0.596214,0.692395,42.000000,22890.000000,22344.000000,0.000000,0.003564,0.000000,0.000000,0.000000,2.313844,0.061269,0.097812,0.102960,0.030953,1.000000
diagnostic-day720,day720,3,candidate,overview,1415.323662,0.706552,0.588900,1.448700,1.851700,459.224676,0.594543,0.503242,48.000000,25464.000000,25601.000000,0.000000,0.003544,0.000000,0.000000,0.000000,1.775332,0.001169,0.001612,0.002132,0.000485,0.000000
diagnostic-day720,day720,3,candidate,sky,971.725383,1.029097,0.747300,2.453800,3.585400,104.762320,0.796398,0.784430,0.000000,0.000000,0.000000,0.000000,0.006096,0.000000,0.000000,0.000000,4.489576,0.202228,0.244920,0.264576,0.007143,1.000000
diagnostic-day720,day720,3,candidate,translate,1203.015961,0.831244,0.680950,1.667300,2.158600,384.209010,0.685801,0.742565,41.228333,23682.750000,22078.183333,0.000000,0.004256,0.000000,0.000000,0.000000,3.159000,0.063397,0.141648,0.144456,0.039529,1.000000
diagnostic-day720,day720,3,candidate,rotate,1176.090550,0.850275,0.699350,1.733700,2.360200,403.141819,0.710963,0.744591,41.503333,23165.943333,22304.370000,0.000000,0.003537,0.000000,0.000000,0.000000,4.028076,0.072035,0.155844,0.158860,0.047370,1.000000
diagnostic-day720,day720,3,candidate,seam_edits,521.306265,1.918258,1.676900,3.344700,3.998700,194.258370,1.753350,1.266477,42.000000,22896.000000,22345.500000,0.000000,0.893920,2.000000,4.000000,167664.000000,4.099108,0.104190,0.130312,0.132912,0.050290,1.000000
diagnostic-day720,day720,3,candidate,sky_moving,1359.485607,0.735572,0.538350,1.615300,2.357900,374.939072,0.603361,0.514334,0.000000,0.000000,0.000000,0.000000,0.003871,0.000000,0.000000,0.000000,2.573948,0.155797,0.286988,0.573300,0.005609,1.000000
diagnostic-day720,day720,3,candidate,wall_moving,1196.020123,0.836106,0.685550,1.641100,2.272100,386.456005,0.714635,0.552711,26.816667,15183.423333,14600.740000,0.000000,0.003800,0.000000,0.000000,0.000000,1.868360,0.058102,0.110292,0.111436,0.032376,1.000000
diagnostic-day720,day720,3,candidate,cloud_layer,1365.346149,0.732415,0.498000,2.348200,3.121300,295.137608,0.600656,0.409718,0.000000,0.000000,0.000000,0.000000,0.003426,0.000000,0.000000,0.000000,2.605096,0.133503,0.152204,0.156052,0.004867,1.000000
day720-final,day720-final,1,base,underground,1016.122477,0.984133,0.798950,2.016200,2.701700,297.763794,0.858502,0.699300,42.000000,22890.000000,22344.000000,0.000000,0.003975,0.000000,0.000000,0.000000,3.130660,0.111409,0.141024,0.145652,0.084680,1.000000
day720-final,day720-final,1,base,surface_still,1162.273981,0.860382,0.736950,1.704000,1.995000,436.258934,0.737599,0.673940,42.000000,22890.000000,22344.000000,0.000000,0.004241,0.000000,0.000000,0.000000,1.834664,0.107218,0.110708,0.119132,0.037763,1.000000
day720-final,day720-final,1,base,overview,1383.549094,0.722779,0.580950,1.359500,1.912800,277.628681,0.593840,0.599280,48.000000,25464.000000,25601.000000,0.000000,0.003473,0.000000,0.000000,0.000000,1.802580,0.087550,0.126152,0.127660,0.047773,1.000000
day720-final,day720-final,1,base,sky,1556.998201,0.642261,0.518450,1.284400,1.885400,462.431310,0.523451,0.456943,0.000000,0.000000,0.000000,0.000000,0.003190,0.000000,0.000000,0.000000,1.595464,0.152229,0.263796,0.265408,0.004422,1.000000
day720-final,day720-final,1,base,translate,1334.439435,0.749378,0.607450,1.480900,1.902400,429.215251,0.645772,0.627181,41.228333,23682.750000,22078.183333,0.000000,0.003241,0.000000,0.000000,0.000000,1.909908,0.108945,0.142896,0.145288,0.035992,1.000000
day720-final,day720-final,1,base,rotate,1291.407363,0.774349,0.650450,1.398500,1.819900,513.188956,0.667634,0.550400,41.503333,23165.943333,22304.370000,0.000000,0.003407,0.000000,0.000000,0.000000,1.646008,0.099314,0.119548,0.124124,0.042751,1.000000
day720-final,day720-final,1,base,seam_edits,524.443801,1.906782,1.764850,3.111600,3.945900,220.100292,1.713872,1.442883,42.000000,22896.000000,22345.500000,0.000000,0.859187,2.000000,4.000000,167664.000000,5.726188,0.229517,0.410540,1.240616,0.046124,1.000000
day720-final,day720-final,1,base,sky_moving,1275.245883,0.784162,0.623700,1.590700,2.120000,230.770118,0.639048,0.518021,0.000000,0.000000,0.000000,0.000000,0.003980,0.000000,0.000000,0.000000,1.865292,0.168748,0.218036,0.230464,0.005178,1.000000
day720-final,day720-final,1,base,wall_moving,1185.691549,0.843390,0.675800,1.805700,2.585200,282.460609,0.717207,0.631891,26.816667,15183.423333,14600.740000,0.000000,0.003981,0.000000,0.000000,0.000000,2.445404,0.118885,0.261664,0.359112,0.032029,1.000000
day720-final,day720-final,1,base,cloud_layer,1547.916131,0.646030,0.504200,1.290700,1.951500,461.226247,0.535038,0.348590,0.000000,0.000000,0.000000,0.000000,0.003432,0.000000,0.000000,0.000000,1.241812,0.127054,0.155376,0.161408,0.004584,1.000000
day720-final,day720-final,1,candidate,underground,998.003826,1.002000,0.878950,1.874400,2.444900,343.550133,0.879509,0.750331,42.000000,22890.000000,22344.000000,0.000000,0.003837,0.000000,0.000000,0.000000,2.942316,0.069234,0.085800,0.087984,0.092053,1.000000
day720-final,day720-final,1,candidate,surface_still,1496.292934,0.668318,0.524200,1.466000,2.188600,250.303493,0.540658,0.623515,42.000000,22890.000000,22344.000000,0.000000,0.003050,0.000000,0.000000,0.000000,1.929408,0.055195,0.057304,0.061464,0.026718,1.000000
day720-final,day720-final,1,candidate,overview,1246.469117,0.802266,0.679000,1.698300,2.419700,366.465925,0.666601,0.542422,48.000000,25464.000000,25601.000000,0.000000,0.004295,0.000000,0.000000,0.000000,1.835080,0.001185,0.001456,0.002028,0.000523,0.000000
day720-final,day720-final,1,candidate,sky,1557.601667,0.642013,0.506400,1.352500,1.915400,401.152645,0.531366,0.382691,0.000000,0.000000,0.000000,0.000000,0.002917,0.000000,0.000000,0.000000,1.227720,0.129862,0.143104,0.228696,0.004502,1.000000
day720-final,day720-final,1,candidate,translate,977.616811,1.022896,0.867250,2.162800,2.930700,261.469809,0.869285,0.619107,41.228333,23682.750000,22078.183333,0.000000,0.004116,0.000000,0.000000,0.000000,2.188316,0.054091,0.059696,0.061620,0.045923,1.000000
day720-final,day720-final,1,candidate,rotate,1293.603047,0.773035,0.618600,1.439800,2.013200,422.961151,0.674298,0.483051,41.503333,23165.943333,22304.370000,0.000000,0.002761,0.000000,0.000000,0.000000,1.535300,0.049965,0.059072,0.061256,0.045190,1.000000
day720-final,day720-final,1,candidate,seam_edits,538.197877,1.858053,1.677650,3.182200,3.748700,223.716983,1.714214,0.744271,42.000000,22896.000000,22345.500000,0.000000,0.894287,2.000000,4.000000,167664.000000,2.010164,0.066887,0.090220,0.092560,0.048734,1.000000
day720-final,day720-final,1,candidate,sky_moving,1391.349516,0.718727,0.564100,1.497700,2.144500,435.682388,0.595130,0.369761,0.000000,0.000000,0.000000,0.000000,0.003460,0.000000,0.000000,0.000000,1.437280,0.121251,0.144456,0.145756,0.004970,1.000000
day720-final,day720-final,1,candidate,wall_moving,1189.482123,0.840702,0.696450,1.567600,2.114100,384.258222,0.720144,0.476343,26.816667,15183.423333,14600.740000,0.000000,0.003527,0.000000,0.000000,0.000000,1.388088,0.050075,0.054288,0.059488,0.032346,1.000000
day720-final,day720-final,1,candidate,cloud_layer,1748.110657,0.572046,0.449400,1.129800,1.886700,479.351916,0.479035,0.328570,0.000000,0.000000,0.000000,0.000000,0.002185,0.000000,0.000000,0.000000,0.760084,0.124116,0.133068,0.137800,0.003843,1.000000
day720-final,day720-final,2,candidate,underground,1186.483110,0.842827,0.672700,1.682400,2.133000,364.172691,0.738466,0.521775,42.000000,22890.000000,22344.000000,0.000000,0.003107,0.000000,0.000000,0.000000,1.516944,0.050208,0.054184,0.061100,0.072047,1.000000
day720-final,day720-final,2,candidate,surface_still,1561.322503,0.640483,0.521500,1.234700,1.872500,296.186598,0.535175,0.599987,42.000000,22890.000000,22344.000000,0.000000,0.002464,0.000000,0.000000,0.000000,1.509144,0.051703,0.053768,0.058396,0.026023,1.000000
day720-final,day720-final,2,candidate,overview,1490.641381,0.670852,0.513250,1.416900,2.096900,412.910330,0.566128,0.461827,48.000000,25464.000000,25601.000000,0.000000,0.002565,0.000000,0.000000,0.000000,1.321944,0.001094,0.001352,0.001768,0.000381,0.000000
day720-final,day720-final,2,candidate,sky,1751.386076,0.570976,0.449750,1.166000,1.630100,527.932002,0.472489,0.347869,0.000000,0.000000,0.000000,0.000000,0.002506,0.000000,0.000000,0.000000,1.134432,0.116240,0.119392,0.137592,0.003929,1.000000
day720-final,day720-final,2,candidate,translate,1206.246184,0.829018,0.684000,1.639600,2.590600,350.592209,0.712086,0.546017,41.228333,23682.750000,22078.183333,0.000000,0.003393,0.000000,0.000000,0.000000,1.519232,0.055033,0.051792,0.060944,0.039730,1.000000
day720-final,day720-final,2,candidate,rotate,1308.859408,0.764024,0.623400,1.505500,2.027300,383.968054,0.666186,0.474215,41.503333,23165.943333,22304.370000,0.000000,0.002808,0.000000,0.000000,0.000000,1.327144,0.049103,0.051480,0.061880,0.040834,1.000000
day720-final,day720-final,2,candidate,seam_edits,500.285997,1.998857,1.841100,3.527000,4.599300,163.111737,1.834425,0.794017,42.000000,22896.000000,22345.500000,0.000000,0.929375,2.000000,4.000000,167664.000000,2.792556,0.069770,0.095888,0.102752,0.054228,1.000000
day720-final,day720-final,2,candidate,sky_moving,1637.302108,0.610761,0.487650,1.223800,1.647600,484.273227,0.494295,0.500111,0.000000,0.000000,0.000000,0.000000,0.003201,0.000000,0.000000,0.000000,1.819272,0.163676,0.230932,0.233324,0.004197,1.000000
day720-final,day720-final,2,candidate,wall_moving,1180.520003,0.847084,0.733250,1.549600,2.510800,334.664555,0.716555,0.504117,26.816667,15183.423333,14600.740000,0.000000,0.004298,0.000000,0.000000,0.000000,1.565720,0.051721,0.060372,0.063076,0.034598,1.000000
day720-final,day720-final,2,candidate,cloud_layer,1716.042451,0.582736,0.450150,1.200100,1.825100,365.797897,0.488860,0.418871,0.000000,0.000000,0.000000,0.000000,0.002475,0.000000,0.000000,0.000000,1.475760,0.156559,0.220220,0.222040,0.004226,1.000000
day720-final,day720-final,2,base,underground,1227.163510,0.814887,0.660750,1.509800,2.108800,382.185079,0.717953,0.601662,42.000000,22890.000000,22344.000000,0.000000,0.002452,0.000000,0.000000,0.000000,1.502540,0.104199,0.160056,0.192608,0.072871,1.000000
day720-final,day720-final,2,base,surface_still,1375.910423,0.726792,0.558950,1.535500,2.179100,404.200996,0.612800,0.670321,42.000000,22890.000000,22344.000000,0.000000,0.002821,0.000000,0.000000,0.000000,1.748240,0.102128,0.110916,0.116064,0.028322,1.000000
day720-final,day720-final,2,base,overview,1143.824492,0.874260,0.723100,1.783400,2.498800,359.984161,0.729315,0.602260,48.000000,25464.000000,25601.000000,0.000000,0.005311,0.000000,0.000000,0.000000,2.177604,0.084351,0.095628,0.100204,0.063358,1.000000
day720-final,day720-final,2,base,sky,1253.382828,0.797841,0.596650,1.786700,2.745300,284.344018,0.654228,0.580259,0.000000,0.000000,0.000000,0.000000,0.004708,0.000000,0.000000,0.000000,3.460548,0.153289,0.181012,0.191776,0.006963,1.000000
day720-final,day720-final,2,base,translate,1084.871289,0.921768,0.800500,1.734600,2.302000,392.023626,0.781425,0.687368,41.228333,23682.750000,22078.183333,0.000000,0.004237,0.000000,0.000000,0.000000,2.057744,0.115140,0.151944,0.161252,0.043588,1.000000
day720-final,day720-final,2,base,rotate,1047.483656,0.954669,0.842200,1.783700,2.550100,350.358826,0.820470,0.605651,41.503333,23165.943333,22304.370000,0.000000,0.004280,0.000000,0.000000,0.000000,2.649296,0.103609,0.135980,0.138372,0.056796,1.000000
day720-final,day720-final,2,base,seam_edits,585.211358,1.708784,1.603400,2.641900,3.207800,217.861759,1.567554,0.906827,42.000000,22896.000000,22345.500000,0.000000,0.808063,2.000000,4.000000,167664.000000,2.162524,0.136819,0.191776,0.205712,0.045251,1.000000
day720-final,day720-final,2,base,sky_moving,1530.626692,0.653327,0.522000,1.194400,1.817900,442.536620,0.548835,0.407820,0.000000,0.000000,0.000000,0.000000,0.002929,0.000000,0.000000,0.000000,1.531192,0.131838,0.245752,0.247884,0.004933,1.000000
day720-final,day720-final,2,base,wall_moving,1172.897620,0.852589,0.637550,1.789400,3.559700,229.370950,0.725902,0.590221,26.816667,15183.423333,14600.740000,0.000000,0.003183,0.000000,0.000000,0.000000,1.854580,0.106352,0.143832,0.146120,0.030252,1.000000
day720-final,day720-final,2,base,cloud_layer,787.530556,1.269792,0.704200,2.399700,3.531000,25.162054,0.685626,1.089535,0.000000,0.000000,0.000000,0.000000,0.004638,0.000000,0.000000,0.000000,5.121428,0.335191,0.376948,0.387816,0.005838,1.000000
day720-final,day720-final,3,base,underground,1129.930097,0.885010,0.716550,1.697500,2.391300,354.718944,0.770383,0.639211,42.000000,22890.000000,22344.000000,0.000000,0.003147,0.000000,0.000000,0.000000,1.683032,0.109205,0.220948,0.241852,0.076503,1.000000
day720-final,day720-final,3,base,surface_still,1305.406340,0.766045,0.537850,1.321300,2.206900,87.717759,0.563927,0.714647,42.000000,22890.000000,22344.000000,0.000000,0.002739,0.000000,0.000000,0.000000,2.287220,0.112668,0.144300,0.147004,0.026357,1.000000
day720-final,day720-final,3,base,overview,1422.728081,0.702875,0.533800,1.481500,2.042600,368.815426,0.591708,0.600776,48.000000,25464.000000,25601.000000,0.000000,0.003374,0.000000,0.000000,0.000000,1.847976,0.086448,0.114244,0.116584,0.046738,1.000000
day720-final,day720-final,3,base,sky,1563.812136,0.639463,0.534400,1.175300,1.655500,512.645249,0.533439,0.507283,0.000000,0.000000,0.000000,0.000000,0.002850,0.000000,0.000000,0.000000,1.688024,0.167152,0.202384,0.213564,0.004492,1.000000
day720-final,day720-final,3,base,translate,1285.694908,0.777790,0.656600,1.487000,2.046500,458.522792,0.658697,0.639463,41.228333,23682.750000,22078.183333,0.000000,0.003643,0.000000,0.000000,0.000000,1.858688,0.104106,0.119288,0.123292,0.040398,1.000000
day720-final,day720-final,3,base,rotate,1240.772273,0.805950,0.661750,1.580800,2.495600,343.190528,0.693951,0.560702,41.503333,23165.943333,22304.370000,0.000000,0.003492,0.000000,0.000000,0.000000,1.779908,0.100229,0.118924,0.120900,0.043500,1.000000
day720-final,day720-final,3,base,seam_edits,450.668917,2.218924,2.131950,3.544600,4.510200,193.001135,2.022566,1.372661,42.000000,22896.000000,22345.500000,0.000000,1.004680,2.000000,4.000000,167664.000000,4.066088,0.198766,0.287144,0.319540,0.058828,1.000000
day720-final,day720-final,3,base,sky_moving,1127.987475,0.886535,0.792500,1.778200,2.288900,360.064091,0.716770,0.671808,0.000000,0.000000,0.000000,0.000000,0.004271,0.000000,0.000000,0.000000,3.388632,0.215242,0.432432,0.436436,0.005423,1.000000
day720-final,day720-final,3,base,wall_moving,1310.061975,0.763323,0.628900,1.514600,2.216900,372.909377,0.659096,0.562556,26.816667,15183.423333,14600.740000,0.000000,0.003209,0.000000,0.000000,0.000000,1.823432,0.103533,0.179192,0.192140,0.029331,1.000000
day720-final,day720-final,3,base,cloud_layer,1646.336695,0.607409,0.489750,1.189100,1.637000,473.574541,0.508433,0.435214,0.000000,0.000000,0.000000,0.000000,0.002558,0.000000,0.000000,0.000000,1.487460,0.161427,0.208104,0.213096,0.004265,1.000000
day720-final,day720-final,3,candidate,underground,1118.871521,0.893758,0.722300,1.791800,2.404200,331.089284,0.759321,0.672538,42.000000,22890.000000,22344.000000,0.000000,0.003536,0.000000,0.000000,0.000000,2.877940,0.062393,0.180596,0.206492,0.079307,1.000000
day720-final,day720-final,3,candidate,surface_still,1442.795329,0.693099,0.532150,1.380800,1.906800,224.602173,0.569083,0.625666,42.000000,22890.000000,22344.000000,0.000000,0.002838,0.000000,0.000000,0.000000,1.803412,0.056174,0.075140,0.079612,0.029773,1.000000
day720-final,day720-final,3,candidate,overview,1316.833700,0.759397,0.576250,1.563200,2.526600,343.302455,0.626310,0.600605,48.000000,25464.000000,25601.000000,0.000000,0.003480,0.000000,0.000000,0.000000,2.119104,0.001259,0.001716,0.002132,0.000515,0.000000
day720-final,day720-final,3,candidate,sky,1709.918095,0.584823,0.463850,1.151600,1.667000,483.410948,0.485701,0.406071,0.000000,0.000000,0.000000,0.000000,0.002534,0.000000,0.000000,0.000000,1.283516,0.133406,0.200824,0.202072,0.004057,1.000000
day720-final,day720-final,3,candidate,translate,1244.481760,0.803547,0.627400,1.814100,2.795400,316.435669,0.690197,0.602767,41.228333,23682.750000,22078.183333,0.000000,0.002977,0.000000,0.000000,0.000000,1.838356,0.053080,0.065052,0.067340,0.043519,1.000000
day720-final,day720-final,3,candidate,rotate,1275.116067,0.784242,0.664650,1.481400,2.076100,406.410447,0.674747,0.528748,41.503333,23165.943333,22304.370000,0.000000,0.003346,0.000000,0.000000,0.000000,1.648764,0.052172,0.070616,0.072956,0.043928,1.000000
day720-final,day720-final,3,candidate,seam_edits,527.056952,1.897328,1.750700,3.186900,3.901000,218.273890,1.742607,1.139322,42.000000,22896.000000,22345.500000,0.000000,0.887552,2.000000,4.000000,167664.000000,3.293524,0.103786,0.128908,0.657228,0.050574,1.000000
day720-final,day720-final,3,candidate,sky_moving,1529.357158,0.653870,0.474500,1.328500,1.942000,148.233428,0.495802,0.583341,0.000000,0.000000,0.000000,0.000000,0.002491,0.000000,0.000000,0.000000,2.655692,0.190314,0.381836,0.570908,0.003963,1.000000
day720-final,day720-final,3,candidate,wall_moving,1316.184040,0.759772,0.625050,1.547600,1.962400,433.106674,0.642756,0.486972,26.816667,15183.423333,14600.740000,0.000000,0.003498,0.000000,0.000000,0.000000,1.507116,0.051430,0.069940,0.072332,0.029476,1.000000
day720-final,day720-final,3,candidate,cloud_layer,1702.280261,0.587447,0.465500,1.277300,1.748200,456.350112,0.487279,0.410407,0.000000,0.000000,0.000000,0.000000,0.002689,0.000000,0.000000,0.000000,1.518868,0.148799,0.158912,0.164632,0.004215,1.000000
diagnostic-day720,day720-repeat,1,base,underground,1116.051084,0.896016,0.738050,1.715400,2.178900,402.735919,0.781172,0.584248,42.000000,22890.000000,22344.000000,0.000000,0.003149,0.000000,0.000000,0.000000,1.602744,0.098945,0.108004,0.116584,0.077636,1.000000
diagnostic-day720,day720-repeat,1,base,surface_still,1419.032825,0.704705,0.557350,1.321200,2.011600,198.069483,0.561105,0.664529,42.000000,22890.000000,22344.000000,0.000000,0.002899,0.000000,0.000000,0.000000,1.680796,0.102168,0.106964,0.111384,0.027380,1.000000
diagnostic-day720,day720-repeat,1,base,overview,1502.435448,0.665586,0.475700,1.428800,2.190500,162.048728,0.519051,0.617789,48.000000,25464.000000,25601.000000,0.000000,0.003398,0.000000,0.000000,0.000000,2.090140,0.092304,0.119860,0.126776,0.042023,1.000000
diagnostic-day720,day720-repeat,1,base,sky,1718.817007,0.581795,0.460450,1.198300,1.813000,487.131607,0.493144,0.365264,0.000000,0.000000,0.000000,0.000000,0.002105,0.000000,0.000000,0.000000,1.176864,0.121741,0.142948,0.144872,0.004389,1.000000
diagnostic-day720,day720-repeat,1,base,translate,1252.476511,0.798418,0.635900,1.563500,2.141900,397.875346,0.692208,0.609686,41.228333,23682.750000,22078.183333,0.000000,0.002817,0.000000,0.000000,0.000000,1.635348,0.101886,0.113828,0.120276,0.038555,1.000000
diagnostic-day720,day720-repeat,1,base,rotate,1262.956353,0.791793,0.682100,1.524900,2.075100,424.244138,0.680162,0.552767,41.503333,23165.943333,22304.370000,0.000000,0.003152,0.000000,0.000000,0.000000,1.567124,0.101801,0.142116,0.143832,0.044326,1.000000
diagnostic-day720,day720-repeat,1,base,seam_edits,575.291407,1.738249,1.556150,2.753600,3.507100,234.510576,1.608426,0.752558,42.000000,22896.000000,22345.500000,0.000000,0.884749,2.000000,4.000000,167664.000000,1.855724,0.113226,0.125996,0.129064,0.041866,1.000000
diagnostic-day720,day720-repeat,1,base,sky_moving,1735.350389,0.576253,0.459450,1.121400,1.560100,512.343202,0.479678,0.364327,0.000000,0.000000,0.000000,0.000000,0.002272,0.000000,0.000000,0.000000,1.153568,0.124548,0.172484,0.174148,0.004017,1.000000
diagnostic-day720,day720-repeat,1,base,wall_moving,1385.681293,0.721667,0.597300,1.353800,2.093600,415.239282,0.613110,0.517100,26.816667,15183.423333,14600.740000,0.000000,0.002655,0.000000,0.000000,0.000000,1.430260,0.099645,0.111020,0.119704,0.026455,1.000000
diagnostic-day720,day720-repeat,1,base,cloud_layer,1657.979316,0.603144,0.479300,1.235200,1.874900,468.486476,0.501711,0.323566,0.000000,0.000000,0.000000,0.000000,0.002569,0.000000,0.000000,0.000000,0.572052,0.123560,0.144404,0.159796,0.004123,1.000000
diagnostic-day720,day720-repeat,1,candidate,underground,1122.538554,0.890838,0.708350,1.765000,2.400000,352.385651,0.776954,0.585328,42.000000,22890.000000,22344.000000,0.000000,0.003294,0.000000,0.000000,0.000000,1.678352,0.055549,0.102024,0.124332,0.078998,1.000000
diagnostic-day720,day720-repeat,1,candidate,surface_still,1428.882721,0.699848,0.531900,1.479400,2.062600,178.926619,0.557336,0.661228,42.000000,22890.000000,22344.000000,0.000000,0.002888,0.000000,0.000000,0.000000,1.919528,0.055630,0.078988,0.081588,0.028621,1.000000
diagnostic-day720,day720-repeat,1,candidate,overview,1347.787001,0.741957,0.567700,1.551400,2.298600,298.009298,0.625123,0.562849,48.000000,25464.000000,25601.000000,0.000000,0.003248,0.000000,0.000000,0.000000,2.349412,0.001193,0.001612,0.001872,0.000484,0.000000
diagnostic-day720,day720-repeat,1,candidate,sky,1271.942869,0.786199,0.618200,1.699300,2.132200,410.511840,0.644027,0.379903,0.000000,0.000000,0.000000,0.000000,0.003968,0.000000,0.000000,0.000000,1.535612,0.121722,0.143936,0.150384,0.006590,1.000000
diagnostic-day720,day720-repeat,1,candidate,translate,1083.291973,0.923112,0.809050,1.844800,2.400600,356.491412,0.787915,0.602879,41.228333,23682.750000,22078.183333,0.000000,0.004244,0.000000,0.000000,0.000000,2.174224,0.056439,0.059020,0.062504,0.048831,1.000000
diagnostic-day720,day720-repeat,1,candidate,rotate,1216.515413,0.822020,0.704300,1.554400,2.169000,402.589996,0.705014,0.481805,41.503333,23165.943333,22304.370000,0.000000,0.003217,0.000000,0.000000,0.000000,1.524120,0.049584,0.052936,0.059332,0.046569,1.000000
diagnostic-day720,day720-repeat,1,candidate,seam_edits,571.259914,1.750517,1.527750,2.980100,3.514800,244.751109,1.620247,0.771754,42.000000,22896.000000,22345.500000,0.000000,0.857900,2.000000,4.000000,167664.000000,2.022332,0.064938,0.080080,0.081952,0.045300,1.000000
diagnostic-day720,day720-repeat,1,candidate,sky_moving,1743.997958,0.573395,0.457450,1.125300,1.936400,435.044266,0.474648,0.377791,0.000000,0.000000,0.000000,0.000000,0.002636,0.000000,0.000000,0.000000,1.376752,0.126870,0.202228,0.202800,0.004608,1.000000
diagnostic-day720,day720-repeat,1,candidate,wall_moving,1208.721895,0.827320,0.644800,1.731500,2.224900,353.369377,0.715088,0.528676,26.816667,15183.423333,14600.740000,0.000000,0.003259,0.000000,0.000000,0.000000,2.286544,0.055872,0.068692,0.070252,0.034410,1.000000
diagnostic-day720,day720-repeat,1,candidate,cloud_layer,1419.330237,0.704558,0.540600,1.485100,2.176700,406.352646,0.582986,0.382195,0.000000,0.000000,0.000000,0.000000,0.003554,0.000000,0.000000,0.000000,2.167100,0.136100,0.147680,0.193804,0.005621,1.000000
diagnostic-day720,day720-repeat,2,candidate,underground,684.815260,1.460248,1.270150,3.019200,3.821800,215.388813,1.284713,0.576353,42.000000,22890.000000,22344.000000,0.000000,0.007221,0.000000,0.000000,0.000000,3.028896,0.051660,0.056628,0.061516,0.156722,1.000000
diagnostic-day720,day720-repeat,2,candidate,surface_still,1191.233002,0.839466,0.622150,1.772000,2.687500,223.656106,0.688806,0.682392,42.000000,22890.000000,22344.000000,0.000000,0.003918,0.000000,0.000000,0.000000,4.075292,0.067264,0.057512,0.067912,0.039279,1.000000
diagnostic-day720,day720-repeat,2,candidate,overview,911.102651,1.097571,0.967550,2.347400,3.225400,280.377762,0.901179,0.568371,48.000000,25464.000000,25601.000000,0.000000,0.006378,0.000000,0.000000,0.000000,3.434184,0.001204,0.001664,0.002340,0.000866,0.000000
diagnostic-day720,day720-repeat,2,candidate,sky,1263.520193,0.791440,0.617000,1.704000,2.392900,320.482005,0.645284,0.558225,0.000000,0.000000,0.000000,0.000000,0.004155,0.000000,0.000000,0.000000,2.666456,0.173673,0.258180,0.284492,0.005590,1.000000
diagnostic-day720,day720-repeat,2,candidate,translate,1372.317206,0.728694,0.617450,1.287000,1.859000,459.837064,0.624475,0.540348,41.228333,23682.750000,22078.183333,0.000000,0.002898,0.000000,0.000000,0.000000,1.447316,0.050555,0.054704,0.059384,0.035781,1.000000
diagnostic-day720,day720-repeat,2,candidate,rotate,1042.496682,0.959236,0.754300,1.945000,2.600900,275.536493,0.817347,0.499529,41.503333,23165.943333,22304.370000,0.000000,0.004602,0.000000,0.000000,0.000000,1.432964,0.052056,0.056940,0.061620,0.055562,1.000000
