suite,batch,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws
diagnostic-day720,day720-repeat,2,candidate,seam_edits,474.068306,2.109401,1.965050,3.473900,4.658200,183.071389,1.941869,0.722773,42.000000,22896.000000,22345.500000,0.000000,1.032454,2.000000,4.000000,167664.000000,2.567240,0.059870,0.062608,0.067288,0.059374,1.000000
diagnostic-day720,day720-repeat,2,candidate,sky_moving,1347.059571,0.742358,0.583150,1.537100,1.998900,392.351756,0.617526,0.372656,0.000000,0.000000,0.000000,0.000000,0.003884,0.000000,0.000000,0.000000,1.378520,0.120132,0.133848,0.144040,0.005998,1.000000
diagnostic-day720,day720-repeat,2,candidate,wall_moving,908.136815,1.101156,1.018700,1.904800,2.404300,343.567837,0.929144,0.520565,26.816667,15183.423333,14600.740000,0.000000,0.007732,0.000000,0.000000,0.000000,1.589172,0.051891,0.056160,0.059280,0.049440,1.000000
diagnostic-day720,day720-repeat,2,candidate,cloud_layer,1353.885007,0.738615,0.626900,1.454100,1.996600,397.804121,0.602278,0.361334,0.000000,0.000000,0.000000,0.000000,0.004977,0.000000,0.000000,0.000000,1.312896,0.130219,0.163384,0.167492,0.006067,1.000000
diagnostic-day720,day720-repeat,2,base,underground,1026.396348,0.974283,0.848050,1.787900,2.393100,331.638293,0.852614,0.606430,42.000000,22890.000000,22344.000000,0.000000,0.003743,0.000000,0.000000,0.000000,1.751100,0.101904,0.119860,0.129480,0.085424,1.000000
diagnostic-day720,day720-repeat,2,base,surface_still,1334.141823,0.749546,0.592450,1.435200,1.927600,230.810954,0.621302,0.690580,42.000000,22890.000000,22344.000000,0.000000,0.002939,0.000000,0.000000,0.000000,1.976728,0.105918,0.112424,0.116376,0.029695,1.000000
diagnostic-day720,day720-repeat,2,base,overview,1191.272736,0.839438,0.678800,1.700400,2.250800,366.544282,0.706267,0.640685,48.000000,25464.000000,25601.000000,0.000000,0.003314,0.000000,0.000000,0.000000,2.018328,0.092968,0.110396,0.113152,0.055797,1.000000
diagnostic-day720,day720-repeat,2,base,sky,1024.703728,0.975892,0.874700,1.978300,2.517500,315.341357,0.808556,0.522483,0.000000,0.000000,0.000000,0.000000,0.004021,0.000000,0.000000,0.000000,1.713608,0.170847,0.180440,0.183664,0.005951,1.000000
diagnostic-day720,day720-repeat,2,base,translate,928.697543,1.076777,0.822500,2.558200,4.285100,196.818753,0.916834,0.777254,41.228333,23682.750000,22078.183333,0.000000,0.005540,0.000000,0.000000,0.000000,3.836560,0.107413,0.158652,0.179764,0.052045,1.000000
diagnostic-day720,day720-repeat,2,base,rotate,836.643537,1.195252,1.061450,2.227300,2.949000,291.773448,0.988753,1.023126,41.503333,23165.943333,22304.370000,0.000000,0.005710,0.000000,0.000000,0.000000,3.897660,0.171381,0.223288,0.262288,0.066106,1.000000
diagnostic-day720,day720-repeat,2,base,seam_edits,505.685933,1.977512,1.871450,3.104700,3.971300,243.507482,1.821871,0.980606,42.000000,22896.000000,22345.500000,0.000000,0.959950,2.000000,4.000000,167664.000000,2.823028,0.149768,0.219544,0.343044,0.048582,1.000000
diagnostic-day720,day720-repeat,2,base,sky_moving,1528.656578,0.654169,0.543850,1.276700,1.853500,404.582572,0.549357,0.361412,0.000000,0.000000,0.000000,0.000000,0.003050,0.000000,0.000000,0.000000,1.241032,0.117509,0.128596,0.139048,0.004559,1.000000
diagnostic-day720,day720-repeat,2,base,wall_moving,1335.227279,0.748936,0.626900,1.444500,2.017700,411.937962,0.640715,0.526339,26.816667,15183.423333,14600.740000,0.000000,0.002983,0.000000,0.000000,0.000000,1.429064,0.100753,0.116220,0.119808,0.026508,1.000000
diagnostic-day720,day720-repeat,2,base,cloud_layer,1520.744861,0.657573,0.525150,1.389600,2.242700,376.588734,0.537945,0.401675,0.000000,0.000000,0.000000,0.000000,0.003871,0.000000,0.000000,0.000000,1.303796,0.148442,0.165308,0.171548,0.005116,1.000000
diagnostic-day720,day720-repeat,3,base,underground,1129.853498,0.885070,0.725250,1.787200,2.144100,407.733342,0.776764,0.600354,42.000000,22890.000000,22344.000000,0.000000,0.003137,0.000000,0.000000,0.000000,1.557660,0.102107,0.118664,0.128128,0.076932,1.000000
diagnostic-day720,day720-repeat,3,base,surface_still,1325.199553,0.754603,0.557100,1.357000,2.004600,118.079787,0.570652,0.705882,42.000000,22890.000000,22344.000000,0.000000,0.003415,0.000000,0.000000,0.000000,2.025192,0.109784,0.130520,0.133744,0.026679,1.000000
diagnostic-day720,day720-repeat,3,base,overview,1146.663848,0.872095,0.709250,1.807900,2.215300,368.299255,0.727032,0.699181,48.000000,25464.000000,25601.000000,0.000000,0.004580,0.000000,0.000000,0.000000,2.199184,0.101828,0.121940,0.138216,0.058069,1.000000
diagnostic-day720,day720-repeat,3,base,sky,1468.479096,0.680977,0.505700,1.387900,2.116400,143.176905,0.499565,0.607667,0.000000,0.000000,0.000000,0.000000,0.003324,0.000000,0.000000,0.000000,3.141424,0.192170,0.231348,0.236808,0.004542,1.000000
diagnostic-day720,day720-repeat,3,base,translate,1313.783361,0.761160,0.632500,1.452300,1.975900,417.902963,0.652324,0.599850,41.228333,23682.750000,22078.183333,0.000000,0.003197,0.000000,0.000000,0.000000,1.602796,0.102122,0.103532,0.117104,0.035437,1.000000
diagnostic-day720,day720-repeat,3,base,rotate,1174.389616,0.851506,0.688150,1.679700,2.436000,362.877620,0.728409,0.530791,41.503333,23165.943333,22304.370000,0.000000,0.003848,0.000000,0.000000,0.000000,1.433172,0.097837,0.101556,0.112580,0.044829,1.000000
diagnostic-day720,day720-repeat,3,base,seam_edits,524.426107,1.906846,1.810250,2.917800,3.539700,242.040889,1.758412,0.902776,42.000000,22896.000000,22345.500000,0.000000,0.941748,2.000000,4.000000,167664.000000,2.346552,0.137716,0.203996,0.208624,0.048322,1.000000
diagnostic-day720,day720-repeat,3,base,sky_moving,1690.922956,0.591393,0.499150,1.139400,1.574600,517.232462,0.494638,0.358060,0.000000,0.000000,0.000000,0.000000,0.002369,0.000000,0.000000,0.000000,1.177280,0.120463,0.139724,0.181376,0.004218,1.000000
diagnostic-day720,day720-repeat,3,base,wall_moving,1340.545468,0.745965,0.632500,1.384700,1.948100,392.708708,0.640113,0.520557,26.816667,15183.423333,14600.740000,0.000000,0.002858,0.000000,0.000000,0.000000,1.416584,0.098674,0.110812,0.119652,0.027583,1.000000
diagnostic-day720,day720-repeat,3,base,cloud_layer,1680.084004,0.595208,0.492000,1.119100,1.645200,473.585755,0.494296,0.334839,0.000000,0.000000,0.000000,0.000000,0.002716,0.000000,0.000000,0.000000,1.068080,0.125628,0.147472,0.149812,0.004422,1.000000
diagnostic-day720,day720-repeat,3,candidate,underground,1006.690465,0.993354,0.806250,1.987900,2.555300,351.668962,0.865344,0.525403,42.000000,22890.000000,22344.000000,0.000000,0.003976,0.000000,0.000000,0.000000,1.568944,0.052129,0.056108,0.063856,0.090843,1.000000
diagnostic-day720,day720-repeat,3,candidate,surface_still,1258.322229,0.794709,0.605200,1.687900,2.378700,382.090161,0.666219,0.668882,42.000000,22890.000000,22344.000000,0.000000,0.003715,0.000000,0.000000,0.000000,2.617212,0.058332,0.063492,0.066664,0.034845,1.000000
diagnostic-day720,day720-repeat,3,candidate,overview,1234.451568,0.810076,0.626300,1.833600,2.609200,339.958752,0.672673,0.512410,48.000000,25464.000000,25601.000000,0.000000,0.004902,0.000000,0.000000,0.000000,1.787864,0.001131,0.001508,0.001820,0.000626,0.000000
diagnostic-day720,day720-repeat,3,candidate,sky,1257.142139,0.795455,0.719450,1.621600,2.247400,398.994534,0.660855,0.391933,0.000000,0.000000,0.000000,0.000000,0.004373,0.000000,0.000000,0.000000,1.295528,0.128025,0.142324,0.144508,0.006175,1.000000
diagnostic-day720,day720-repeat,3,candidate,translate,1279.691509,0.781438,0.666500,1.416900,1.909600,438.606110,0.671572,0.554429,41.228333,23682.750000,22078.183333,0.000000,0.003140,0.000000,0.000000,0.000000,1.520688,0.049778,0.059020,0.060268,0.038466,1.000000
diagnostic-day720,day720-repeat,3,candidate,rotate,872.404071,1.146258,1.024500,2.174300,2.647900,287.535343,0.979544,0.588423,41.503333,23165.943333,22304.370000,0.000000,0.006450,0.000000,0.000000,0.000000,2.500680,0.058329,0.058032,0.066612,0.078995,1.000000
diagnostic-day720,day720-repeat,3,candidate,seam_edits,441.924981,2.262827,2.124200,3.748000,4.408600,194.731854,2.067783,0.777205,42.000000,22896.000000,22345.500000,0.000000,1.033091,2.000000,4.000000,167664.000000,2.592356,0.060339,0.081744,0.086996,0.065509,1.000000
diagnostic-day720,day720-repeat,3,candidate,sky_moving,1357.928128,0.736416,0.574800,1.784000,2.517100,345.313804,0.600172,0.457862,0.000000,0.000000,0.000000,0.000000,0.003783,0.000000,0.000000,0.000000,2.266940,0.142633,0.191152,0.192244,0.005558,1.000000
diagnostic-day720,day720-repeat,3,candidate,wall_moving,957.372816,1.044525,0.864400,2.292300,2.780800,330.180113,0.883893,0.796838,26.816667,15183.423333,14600.740000,0.000000,0.005634,0.000000,0.000000,0.000000,4.135196,0.067346,0.076804,0.079872,0.044060,1.000000
diagnostic-day720,day720-repeat,3,candidate,cloud_layer,1271.980350,0.786176,0.664650,1.636400,1.963400,394.513630,0.658649,0.404242,0.000000,0.000000,0.000000,0.000000,0.004272,0.000000,0.000000,0.000000,2.090868,0.134931,0.271076,0.294060,0.005814,1.000000
diagnostic-dusk1080-f3,dusk1080-f3,1,base,surface_still,439.464305,2.275498,1.825150,3.783100,4.935200,29.922083,1.710652,2.178634,42.000000,22890.000000,22344.000000,0.000000,0.006455,0.000000,0.000000,0.000000,5.711472,0.290463,0.425568,0.844272,0.117430,1.000000
diagnostic-dusk1080-f3,dusk1080-f3,1,candidate,surface_still,275.711904,3.626974,1.428550,2.945900,4.488200,4.907949,1.250593,3.455015,42.000000,22890.000000,22344.000000,0.000000,0.005510,0.000000,0.000000,0.000000,13.272116,0.253483,0.499668,2.444572,0.090979,1.000000
diagnostic-dusk1080-f3,dusk1080-f3,2,candidate,surface_still,487.981861,2.049256,1.218550,2.452900,2.998600,14.664774,1.154533,1.941380,42.000000,22890.000000,22344.000000,0.000000,0.004600,0.000000,0.000000,0.000000,5.900908,0.148078,0.275028,0.664248,0.087606,1.000000
diagnostic-dusk1080-f3,dusk1080-f3,2,base,surface_still,508.084040,1.968178,1.128000,2.544100,3.224700,15.494367,1.135282,1.861928,42.000000,22890.000000,22344.000000,0.000000,0.004675,0.000000,0.000000,0.000000,4.696744,0.255440,0.365508,0.614536,0.080255,1.000000
diagnostic-dusk1080-f3,dusk1080-f3,3,base,surface_still,486.525790,2.055389,1.553400,3.112900,3.996600,27.522911,1.571405,1.792468,42.000000,22890.000000,22344.000000,0.000000,0.007408,0.000000,0.000000,0.000000,5.415384,0.238969,0.251680,0.305136,0.154292,1.000000
diagnostic-dusk1080-f3,dusk1080-f3,3,candidate,surface_still,451.546977,2.214609,1.883650,4.180800,5.192400,76.028764,1.900163,1.714118,42.000000,22890.000000,22344.000000,0.000000,0.008196,0.000000,0.000000,0.000000,5.023460,0.129955,0.124800,0.685724,0.156322,1.000000
dusk1080-f3-final,dusk1080-f3-final,1,base,surface_still,536.850876,1.862715,1.461000,3.062800,4.179500,42.798692,1.486691,1.754249,42.000000,22890.000000,22344.000000,0.000000,0.005629,0.000000,0.000000,0.000000,3.090776,0.236709,0.250744,0.272272,0.119837,1.000000
dusk1080-f3-final,dusk1080-f3-final,1,candidate,surface_still,598.746524,1.670156,1.287250,2.788500,4.124800,48.414115,1.320468,1.601911,42.000000,22890.000000,22344.000000,0.000000,0.004466,0.000000,0.000000,0.000000,3.301168,0.118810,0.121524,0.146848,0.094568,1.000000
dusk1080-f3-final,dusk1080-f3-final,2,candidate,surface_still,599.926149,1.666872,1.236550,2.975700,3.890400,47.034808,1.321319,1.593300,42.000000,22890.000000,22344.000000,0.000000,0.004466,0.000000,0.000000,0.000000,3.332992,0.118700,0.118404,0.127712,0.095002,1.000000
dusk1080-f3-final,dusk1080-f3-final,2,base,surface_still,562.278533,1.778478,1.162700,2.629500,3.481700,22.421474,1.169974,1.708389,42.000000,22890.000000,22344.000000,0.000000,0.004691,0.000000,0.000000,0.000000,3.337412,0.236582,0.241176,0.274976,0.083135,1.000000
dusk1080-f3-final,dusk1080-f3-final,3,base,surface_still,558.032029,1.792012,1.209000,2.505400,3.366400,23.795719,1.215521,1.713422,42.000000,22890.000000,22344.000000,0.000000,0.004797,0.000000,0.000000,0.000000,3.375008,0.235023,0.244920,0.263796,0.085168,1.000000
dusk1080-f3-final,dusk1080-f3-final,3,candidate,surface_still,591.751050,1.689900,1.169700,2.486600,3.230500,28.648958,1.197333,1.590440,42.000000,22890.000000,22344.000000,0.000000,0.004455,0.000000,0.000000,0.000000,2.911116,0.124446,0.120692,0.598728,0.087828,1.000000
diagnostic-night1080,night1080,1,base,underground,223.787124,4.468532,1.288250,2.653300,3.200400,3.248810,1.033999,4.346110,42.000000,22890.000000,22344.000000,0.000000,0.006480,0.000000,0.000000,0.000000,13.717548,0.555377,1.039792,1.046136,0.102766,1.000000
diagnostic-night1080,night1080,1,base,surface_still,633.286421,1.579064,0.593250,1.336700,2.043000,11.114235,0.549694,1.494377,42.000000,22890.000000,22344.000000,0.000000,0.003299,0.000000,0.000000,0.000000,2.911428,0.234278,0.241956,0.272064,0.026879,1.000000
diagnostic-night1080,night1080,1,base,overview,763.354020,1.310008,0.565850,1.289100,1.842200,15.050034,0.522250,1.231906,48.000000,25464.000000,25601.000000,0.000000,0.003259,0.000000,0.000000,0.000000,2.490228,0.199234,0.217516,0.231192,0.043596,1.000000
diagnostic-night1080,night1080,1,base,sky,1026.357722,0.974319,0.481700,1.165000,1.605700,24.584330,0.471077,0.920839,0.000000,0.000000,0.000000,0.000000,0.002443,0.000000,0.000000,0.000000,1.997736,0.277543,0.291096,0.306488,0.003813,1.000000
diagnostic-night1080,night1080,1,base,translate,692.840727,1.443333,0.657500,1.635300,2.194800,14.954266,0.643744,1.359513,41.228333,23682.750000,22078.183333,0.000000,0.003141,0.000000,0.000000,0.000000,2.736604,0.234810,0.241072,0.270608,0.037207,1.000000
diagnostic-night1080,night1080,1,base,rotate,758.228485,1.318864,0.693750,1.590200,2.438800,19.108633,0.669315,1.241641,41.503333,23165.943333,22304.370000,0.000000,0.003535,0.000000,0.000000,0.000000,2.452008,0.233064,0.244296,0.250276,0.044958,1.000000
diagnostic-night1080,night1080,1,base,seam_edits,539.017549,1.855227,1.767250,2.763800,3.347300,267.155859,1.707339,1.443020,42.000000,22896.000000,22345.500000,0.000000,0.908291,2.000000,4.000000,167664.000000,2.682628,0.221985,0.242008,0.256516,0.046567,1.000000
diagnostic-night1080,night1080,1,base,sky_moving,1016.543913,0.983725,0.480100,1.163600,1.699500,23.111777,0.446096,0.924010,0.000000,0.000000,0.000000,0.000000,0.002554,0.000000,0.000000,0.000000,2.208180,0.279356,0.294164,0.310648,0.003588,1.000000
diagnostic-night1080,night1080,1,base,wall_moving,788.814505,1.267725,0.682600,1.608700,2.357200,21.325721,0.674031,1.194999,26.770000,15140.680000,14573.851667,0.000000,0.003693,0.000000,0.000000,0.000000,2.448056,0.226639,0.240292,0.249704,0.029321,1.000000
diagnostic-night1080,night1080,1,base,cloud_layer,1202.496382,0.831603,0.482250,1.286500,1.835500,40.570941,0.495354,0.781127,0.000000,0.000000,0.000000,0.000000,0.002634,0.000000,0.000000,0.000000,1.928108,0.287816,0.315172,0.327080,0.003831,1.000000
diagnostic-night1080,night1080,1,candidate,underground,787.174410,1.270366,0.868650,1.807700,2.597000,33.851735,0.836700,1.189993,42.000000,22890.000000,22344.000000,0.000000,0.003659,0.000000,0.000000,0.000000,2.568748,0.111693,0.118716,0.125372,0.090416,1.000000
diagnostic-night1080,night1080,1,candidate,surface_still,403.322924,2.479403,0.879750,2.657700,4.822600,7.287031,0.818729,2.339196,42.000000,22890.000000,22344.000000,0.000000,0.005601,0.000000,0.000000,0.000000,7.357480,0.196226,0.207220,1.298648,0.042151,1.000000
diagnostic-night1080,night1080,1,candidate,overview,884.415320,1.130691,0.568800,1.486200,2.009400,23.252795,0.574700,1.057844,48.000000,25464.000000,25601.000000,0.000000,0.003605,0.000000,0.000000,0.000000,2.914340,0.001100,0.001560,0.002028,0.000510,0.000000
diagnostic-night1080,night1080,1,candidate,sky,984.003869,1.016256,0.581200,1.540300,2.359500,33.512252,0.600287,0.950087,0.000000,0.000000,0.000000,0.000000,0.003562,0.000000,0.000000,0.000000,2.474264,0.278422,0.295152,0.303836,0.004724,1.000000
diagnostic-night1080,night1080,1,candidate,translate,746.008296,1.340468,0.868550,2.118900,2.982100,29.730979,0.847031,1.274064,41.228333,23682.750000,22078.183333,0.000000,0.004569,0.000000,0.000000,0.000000,2.880332,0.126125,0.119080,0.891176,0.050666,1.000000
diagnostic-night1080,night1080,1,candidate,rotate,793.170275,1.260763,0.773850,1.847200,2.498200,27.107225,0.750764,1.190030,41.503333,23165.943333,22304.370000,0.000000,0.003758,0.000000,0.000000,0.000000,2.834416,0.118803,0.157560,0.160784,0.052076,1.000000
diagnostic-night1080,night1080,1,candidate,seam_edits,487.173375,2.052657,1.913450,3.352700,4.208700,225.330955,1.869507,1.389617,42.000000,22896.000000,22345.500000,0.000000,0.942895,2.000000,4.000000,167664.000000,3.490032,0.121061,0.125268,0.476112,0.059011,1.000000
diagnostic-night1080,night1080,1,candidate,sky_moving,1000.075672,0.999924,0.519100,1.331400,2.038400,26.739517,0.515358,0.945672,0.000000,0.000000,0.000000,0.000000,0.002934,0.000000,0.000000,0.000000,2.161484,0.284716,0.306020,0.445120,0.004201,1.000000
diagnostic-night1080,night1080,1,candidate,wall_moving,838.729744,1.192279,0.810000,2.111000,2.741100,41.922159,0.822742,1.126243,26.770000,15140.680000,14573.851667,0.000000,0.004195,0.000000,0.000000,0.000000,2.497924,0.118342,0.126256,0.128596,0.038169,1.000000
diagnostic-night1080,night1080,1,candidate,cloud_layer,1090.396010,0.917098,0.714100,1.862500,2.460500,95.211194,0.689440,0.817859,0.000000,0.000000,0.000000,0.000000,0.004123,0.000000,0.000000,0.000000,2.153580,0.293353,0.370812,0.392028,0.005534,1.000000
diagnostic-night1080,night1080,2,candidate,underground,603.685257,1.656492,1.380150,2.834600,3.620000,50.144625,1.325294,1.358904,42.000000,22890.000000,22344.000000,0.000000,0.007287,0.000000,0.000000,0.000000,3.712228,0.123567,0.155636,0.158808,0.130153,1.000000
diagnostic-night1080,night1080,2,candidate,surface_still,684.139124,1.461691,0.620700,1.463900,2.120300,13.312684,0.532284,1.376422,42.000000,22890.000000,22344.000000,0.000000,0.003678,0.000000,0.000000,0.000000,2.689180,0.115011,0.118716,0.142324,0.027934,1.000000
diagnostic-night1080,night1080,2,candidate,overview,840.519424,1.189740,0.571900,1.514900,2.325000,19.981424,0.557132,1.105913,48.000000,25464.000000,25601.000000,0.000000,0.003617,0.000000,0.000000,0.000000,2.448160,0.001141,0.001560,0.002184,0.000541,0.000000
diagnostic-night1080,night1080,2,candidate,sky,1017.584712,0.982719,0.479750,1.204500,1.751000,25.288276,0.491509,0.924400,0.000000,0.000000,0.000000,0.000000,0.002729,0.000000,0.000000,0.000000,1.886820,0.277572,0.291252,0.297856,0.004106,1.000000
diagnostic-night1080,night1080,2,candidate,translate,760.407507,1.315084,0.618600,1.626700,2.197700,18.224901,0.641689,1.242018,41.228333,23682.750000,22078.183333,0.000000,0.003492,0.000000,0.000000,0.000000,2.731300,0.116596,0.117104,0.124748,0.038169,1.000000
diagnostic-night1080,night1080,2,candidate,rotate,815.497275,1.226246,0.979150,1.991900,2.486800,58.218513,0.903311,1.159384,41.503333,23165.943333,22304.370000,0.000000,0.005207,0.000000,0.000000,0.000000,2.613884,0.114919,0.122668,0.130728,0.064405,1.000000
diagnostic-night1080,night1080,2,candidate,seam_edits,524.406261,1.906918,1.798350,3.038100,3.754000,248.957491,1.755824,1.361365,42.000000,22896.000000,22345.500000,0.000000,0.957321,2.000000,4.000000,167664.000000,2.514512,0.114280,0.132912,0.135928,0.049435,1.000000
diagnostic-night1080,night1080,2,candidate,sky_moving,972.254608,1.028537,0.478250,1.473800,2.163200,24.171102,0.502783,0.963192,0.000000,0.000000,0.000000,0.000000,0.003323,0.000000,0.000000,0.000000,2.071836,0.286092,0.315952,0.325416,0.004536,1.000000
diagnostic-night1080,night1080,2,candidate,wall_moving,883.770353,1.131516,0.589600,1.551900,2.451400,26.009775,0.644283,1.071485,26.770000,15140.680000,14573.851667,0.000000,0.003270,0.000000,0.000000,0.000000,2.236520,0.111108,0.117832,0.125632,0.029356,1.000000
diagnostic-night1080,night1080,2,candidate,cloud_layer,1194.334555,0.837286,0.496650,1.310900,1.842700,42.891824,0.507648,0.780714,0.000000,0.000000,0.000000,0.000000,0.002946,0.000000,0.000000,0.000000,1.972048,0.287972,0.313144,0.326144,0.004266,1.000000
diagnostic-night1080,night1080,2,base,underground,715.045621,1.398512,0.832550,1.894000,2.443300,23.186882,0.801485,1.335820,42.000000,22890.000000,22344.000000,0.000000,0.004381,0.000000,0.000000,0.000000,2.769260,0.232097,0.244504,0.256464,0.082435,1.000000
diagnostic-night1080,night1080,2,base,surface_still,630.128259,1.586978,0.626450,1.485700,2.169800,11.563987,0.551300,1.507719,42.000000,22890.000000,22344.000000,0.000000,0.003873,0.000000,0.000000,0.000000,2.950584,0.237529,0.243360,0.262704,0.026413,1.000000
diagnostic-night1080,night1080,2,base,overview,760.728651,1.314529,0.568350,1.685100,2.404400,16.858142,0.599622,1.240402,48.000000,25464.000000,25601.000000,0.000000,0.003497,0.000000,0.000000,0.000000,2.819336,0.200332,0.209872,0.229788,0.048302,1.000000
diagnostic-night1080,night1080,2,base,sky,1014.455312,0.985751,0.505550,1.334000,1.951700,27.274674,0.509138,0.933696,0.000000,0.000000,0.000000,0.000000,0.003192,0.000000,0.000000,0.000000,2.249000,0.280163,0.291824,0.298584,0.004458,1.000000
diagnostic-night1080,night1080,2,base,translate,691.464186,1.446206,0.620550,1.620600,2.472400,14.534996,0.627573,1.360392,41.228333,23682.750000,22078.183333,0.000000,0.003427,0.000000,0.000000,0.000000,2.959008,0.232339,0.244244,0.257764,0.035780,1.000000
diagnostic-night1080,night1080,2,base,rotate,746.716408,1.339196,0.752350,1.878300,2.357200,21.530178,0.743963,1.272023,41.503333,23165.943333,22304.370000,0.000000,0.003682,0.000000,0.000000,0.000000,2.970448,0.237085,0.250224,0.264992,0.047453,1.000000
diagnostic-night1080,night1080,2,base,seam_edits,525.224107,1.903949,1.745600,3.156400,3.612500,241.817500,1.755067,1.435563,42.000000,22896.000000,22345.500000,0.000000,0.938816,2.000000,4.000000,167664.000000,2.766608,0.223029,0.242112,0.255996,0.047449,1.000000
diagnostic-night1080,night1080,2,base,sky_moving,1017.291066,0.983003,0.497950,1.196700,1.922800,25.966292,0.487464,0.930756,0.000000,0.000000,0.000000,0.000000,0.003098,0.000000,0.000000,0.000000,2.148952,0.281026,0.302016,0.303888,0.004497,1.000000
diagnostic-night1080,night1080,2,base,wall_moving,792.616094,1.261645,0.655250,1.553900,2.604300,19.524208,0.637376,1.200011,26.770000,15140.680000,14573.851667,0.000000,0.003351,0.000000,0.000000,0.000000,2.387112,0.230188,0.241748,0.255112,0.026955,1.000000
diagnostic-night1080,night1080,2,base,cloud_layer,1203.858608,0.830662,0.501250,1.316500,1.972200,45.512954,0.517349,0.788963,0.000000,0.000000,0.000000,0.000000,0.002955,0.000000,0.000000,0.000000,1.850472,0.292499,0.314236,0.324272,0.004382,1.000000
diagnostic-night1080,night1080,3,base,underground,706.649525,1.415129,0.865450,1.931800,2.589600,22.950554,0.835751,1.332946,42.000000,22890.000000,22344.000000,0.000000,0.003835,0.000000,0.000000,0.000000,2.681120,0.234377,0.247884,0.264576,0.084755,1.000000
diagnostic-night1080,night1080,3,base,surface_still,626.791121,1.595428,0.709000,1.486000,2.146800,12.398844,0.619625,1.506777,42.000000,22890.000000,22344.000000,0.000000,0.004012,0.000000,0.000000,0.000000,2.738164,0.234794,0.242008,0.254488,0.030209,1.000000
diagnostic-night1080,night1080,3,base,overview,748.001247,1.336896,0.588450,1.504100,2.279600,15.839000,0.573823,1.253877,48.000000,25464.000000,25601.000000,0.000000,0.003549,0.000000,0.000000,0.000000,2.495376,0.202512,0.216164,0.246272,0.047569,1.000000
diagnostic-night1080,night1080,3,base,sky,1013.528408,0.986652,0.485300,1.194900,1.738600,24.685364,0.474695,0.927374,0.000000,0.000000,0.000000,0.000000,0.002864,0.000000,0.000000,0.000000,2.109224,0.278832,0.291980,0.299052,0.004077,1.000000
diagnostic-night1080,night1080,3,base,translate,685.156294,1.459521,0.655900,1.605100,2.299600,15.223647,0.665043,1.374395,41.228333,23682.750000,22078.183333,0.000000,0.003594,0.000000,0.000000,0.000000,2.835196,0.241352,0.243308,0.526032,0.036898,1.000000
diagnostic-night1080,night1080,3,base,rotate,753.790530,1.326629,0.749850,1.607400,2.313900,20.858922,0.717830,1.249079,41.503333,23165.943333,22304.370000,0.000000,0.003929,0.000000,0.000000,0.000000,2.626728,0.238633,0.246116,0.254228,0.046268,1.000000
diagnostic-night1080,night1080,3,base,seam_edits,462.989078,2.159878,1.996900,3.729800,5.488600,158.224927,1.964906,1.566537,42.000000,22896.000000,22345.500000,0.000000,0.988939,2.000000,4.000000,167664.000000,3.611036,0.238201,0.251940,0.277992,0.058056,1.000000
diagnostic-night1080,night1080,3,base,sky_moving,996.778412,1.003232,0.551000,1.561900,2.203400,34.040680,0.594814,0.936317,0.000000,0.000000,0.000000,0.000000,0.003580,0.000000,0.000000,0.000000,2.016872,0.282983,0.294320,0.303836,0.004954,1.000000
diagnostic-night1080,night1080,3,base,wall_moving,699.522378,1.429547,0.763550,1.777500,2.542300,18.231275,0.755904,1.297657,26.770000,15140.680000,14573.851667,0.000000,0.003765,0.000000,0.000000,0.000000,5.218512,0.226685,0.243620,0.258804,0.033563,1.000000
diagnostic-night1080,night1080,3,base,cloud_layer,899.070361,1.112260,0.630850,1.706000,2.349800,28.301032,0.607672,0.978488,0.000000,0.000000,0.000000,0.000000,0.004758,0.000000,0.000000,0.000000,4.610892,0.305516,0.385788,0.403728,0.006217,1.000000
diagnostic-night1080,night1080,3,candidate,underground,722.435127,1.384207,1.183050,2.403600,3.140900,101.210819,1.132811,1.303636,42.000000,22890.000000,22344.000000,0.000000,0.007009,0.000000,0.000000,0.000000,3.950024,0.116786,0.121212,0.128232,0.133557,1.000000
diagnostic-night1080,night1080,3,candidate,surface_still,641.223283,1.559519,0.795650,1.600200,2.094900,14.187127,0.647642,1.464008,42.000000,22890.000000,22344.000000,0.000000,0.004901,0.000000,0.000000,0.000000,3.460756,0.121001,0.141700,0.159068,0.034978,1.000000
diagnostic-night1080,night1080,3,candidate,overview,831.555076,1.202566,0.693000,1.893100,2.819700,27.060865,0.698256,1.091109,48.000000,25464.000000,25601.000000,0.000000,0.004510,0.000000,0.000000,0.000000,2.618356,0.001108,0.001560,0.002184,0.000564,0.000000
diagnostic-night1080,night1080,3,candidate,sky,999.288673,1.000712,0.542100,1.434900,2.064900,30.348722,0.555195,0.940639,0.000000,0.000000,0.000000,0.000000,0.003788,0.000000,0.000000,0.000000,2.098408,0.282555,0.296764,0.304148,0.005279,1.000000
